CPU Low (ns)	CPU Medium (ns)	CPU High (ns)	CPU Medium & Memory Intensity (ns)	CPU High & Memory Intensity (ns)
8016302	9464470	9331197	8980096	7926548
10150169	8971525	10148645	62601788	10048071
8918426	10051947	9861734	9556008	8080087
9898663	9565980	9011173	9890983	11010133
8756389	9374701	11977384	9985427	7949181
6830106	9699334	8033327	9031314	4948170
14484119	8929231	65057073	8205486	1193323
6071381	10177673	8579867	10832376	12862952
10945279	8896369	10358099	8901989	8010590
7933712	9971613	9592180	9957719	8779688
8988710	8368399	9364254	10069059	10011201
9992645	9541471	10058901	7943454	8067393
9098487	8998985	8942707	10028947	10912468
8881025	9003056	10655561	9634871	8053778
52167041	60459040	9474784	8962983	9966786
4100138	9618397	9518599	9056532	9113310
765685	9403884	9477816	9373865	9189143
12231249	8947323	9594186	9554414	8861401
8834281	7674092	9099766	9500977	11089106
9024557	11910399	5873662	8955378	7837757
10021748	8406240	1308930	10011100	10112054
7895306	10111206	12035005	9019367	8931936
10027893	8557596	9697066	8924763	9992404
9990787	9331239	11047903	10071323	8004560
8028662	10022221	8037410	8922054	11157826
9866485	7602381	11235614	9071012	7896346
9270312	10151544	9010964	8929339	10013438
8844376	9270028	9673056	9609778	8898149
9964643	8915363	9281516	9018222	8962264
9063660	9066600	10645791	9389997	10045155
7897664	8970105	8999398	8953820	7925857
12107178	10054696	9318231	10047468	11063034
7864794	9570740	10014729	8029902	8067889
10108374	8347682	8680362	10524890	9011856
8946727	9607229	11014182	8473413	9944759
8018815	9431498	9330861	10017314	8950729
10993706	8999466	10732765	8938250	9088522
7968486	8959402	9380251	9015808	9284665
8907319	12017542	9902625	10013495	9660350
11133794	7602275	10000833	7997420	9096922
6895779	9940305	8970893	9993400	9891410
11260791	9227636	10733161	11153497	10178979
8847418	10787451	8223676	7845549	8949996
9062836	9445418	11107164	7026871	9028325
8956607	9994699	8921589	13100308	8924866
8970971	9632124	9636255	7946480	9944718
10137607	9397261	9994647	9051655	9012916
8775626	9027946	10007901	9159856	8900344
10102654	8653789	8425491	8210028	11183528
8960435	10378305	10945132	12612277	6868955
9036088	9565205	8654212	7042699	11007772
9063201	7444158	9410668	9938985	7933686
9858708	14527717	9924576	9042204	11072153
9052038	5324918	8753686	8946294	7145434
10156863	10615345	10322887	9929156	10742693
8962950	8242118	9571539	8231156	8003042
9038152	10802164	9426850	10158641	10043894
8826251	8464395	10024349	9672618	9076275
11085995	10515269	8973625	8586469	8941018
7007984	9041117	8748735	9450967	10083624
11047547	9386746	10209855	9003007	9009831
8051383	9642618	9012098	10018157	60039321
9586703	8360686	9605871	8898319	9115630
9353235	11698698	9198787	9038151	10911463
9038694	6915974	11163612	8968721	7912445
8969107	12483557	8009386	10095896	11062381
9929218	6927911	10045111	8979025	8096054
10067370	9937673	9972397	9991297	9899258
7992662	11757981	9000578	8951654	8906564
9944162	7845420	9973320	9054981	8954154
9077974	10486206	7926627	8931102	9091357
9931922	8920908	9815880	9587071	10129735
9008606	10012282	9913784	9491738	8919551
9049039	9534118	8393432	8977440	8930046
8918129	9444208	11003723	9011724	10104457
13125599	10556778	7956676	9091687	8942654
3797820	6121348	10021194	10956183	8893076
11131042	318746	9012468	7994496	9000095
9066975	12159892	8979329	8912948	10147286
8906867	9517824	9953844	10103903	9012548
10094245	8337091	9022690	9002196	8823171
8854979	10601628	9581908	8925604	10209229
9034235	8383180	8421426	9054697	8846626
9021472	9574205	10001967	10952847	9007145
10079685	10050442	8961771	8006563	9952682
9008656	8460087	9665390	8916800	8028016
8858322	9924476	9379589	10107949	10971430
10038551	9052824	9610979	9021722	8130587
9037435	9035424	9430349	8953991	10020038
9047514	9554257	9965605	9474107	8880045
9845730	9406352	10614347	9531888	9097797
9016067	9491686	8990694	8987978	8874730
10306421	8504004	9088730	8962234	10996250
8791724	12176031	11259086	61062866	7006403
9103694	6414422	8658866	8953354	10038432
8862900	10455135	10327518	9518953	10055681
9896503	8615449	9752072	9434467	8885396
7989805	11445092	51327649	9056981	10168438
10194075	7030076	9632540	9057739	4963332
6994311	9530436	8432191	9907353	-53565
28902742	11423254	8854438	8951228	13212019
13983925	7495597	10180671	8970852	7777399
7012865	10080387	9858358	9073857	9329490
9892036	8302761	7672306	9183349	9792216
10241811	10020754	9341489	10774030	8803260
7810283	9096456	9622774	7992549	9209880
63127369	61687196	9137579	9042900	9879184
7008205	7847124	10273455	8979262	9025590
10076209	9949753	8019159	10012146	9965618
8836091	9105447	9994061	9038431	14949676
8755794	8957154	8927302	8904671	203400
11227164	10346856	1636500	9660318	11762451
7101245	8754512	6380019	9423664	9056538
10961434	8868678	9580610	9128211	9026904
9003252	9469435	9419015	10861753	9893512
9938086	9996952	9011334	8935291	8963872
7708888	9111183	9970323	10091206	8384261
10378057	7819163	9990610	10047038	11886697
8880259	9628732	9601177	8904232	8023476
9090980	10437456	11475816	9969961	8861128
9951754	8939226	7987922	10066692	10020067
7980217	9072996	9339214	8925852	8938254
11106063	9970742	12410511	11001932	10087492
8012079	8638987	8023752	8017325	8048854
9862058	9272836	10223969	10972718	9957632
9066481	8680170	8977230	8994132	8884167
7938288	10991420	9613120	10989079	11005213
11042912	7020330	9387710	8619443	7133942
9138354	11375646	9686676	9424523	10815490
9561384	8057967	11012983	10155626	6985302
7257451	8940617	8920330	9861542	12166153
11998478	4019734	9456880	10048276	7038573
8138360	3503413	8875230	10993299	10876289
8902944	10495317	9712480	8553102	7983064
9932697	9581954	8919454	7419306	10163686
10187182	9032526	9558470	12026656	7954031
8010461	9409063	9725811	7980054	10966526
9893110	8941744	9221203	10939922	8952815
8989563	9708650	8564615	9198618	9173724
8960045	8300862	9294435	9876876	8757959
9010631	9985926	10139586	8958587	9177871
9963322	9575211	8506135	10025542	10877651
8986114	9016543	10041796	1156490	7232336
9039338	8430984	8441973	6787555	10876937
10103557	8521972	9662288	11030718	8986451
7864660	11438104	9858724	9645196	9140969
11026434	7551449	8033156	9371163	8712026
8041126	9476010	10408165	10013901	8973978
10004659	9535505	8941256	9968477	10120991
8981967	9434911	8972208	10118316	10017912
9071398	9041146	9033766	8934277	7939669
10060439	8983836	10014199	9195778	10054581
8831819	9560308	9072418	10751094	8947064
8977106	9406059	8967141	9057698	9097626
9189533	8976754	9588415	10050692	58078485
8580954	9582552	9377170	9970967	4943076
11308430	8968468	9584395	9871065	5021839
7983002	9481622	9448009	10147963	11011484
9023526	8957731	9942776	8903050	8958344
9871103	10039879	9964895	9074328	10006061
9113775	8555372	10046955	8972952	7931423
8992757	9961599	9626202	9029564	10125090
10025845	8176724	8980610	9940801	9941676
8859229	10350432	9397491	9038138	9909910
7049368	8940442	10094927	10041085	10018958
18017535	9548428	9915932	9962482	8940872
1923390	8989285	9066509	9067224	9972334
13059696	9493464	9878935	10027489	9220481
7797074	8952007	9044910	9878234	9866214
10248115	10070345	8987693	8941196	9989736
11067263	9957142	9055031	11215937	9994481
8041736	9664524	9902287	7797456	8924085
9848075	9963642	9022261	10088276	10960002
9965294	9118259	8678983	9078602	8312568
11065736	10260358	9975627	9893501	10712857
8155812	9020344	9393081	7955064	9145062
9813683	12031713	9003140	9957815	10066510
10715754	8592079	8729350	8993083	9843494
9495606	10953518	10931034	9117863	10190972
9806072	7384901	8378747	9998783	10934501
8974876	9639498	9992520	8938689	7806021
9168794	9409710	9901293	9954157	11112310
12038217	9573918	8062847	8312506	9150666
7879124	8941215	10118874	10016117	9978311
10031327	10111664	8840893	59740536	8915187
9970869	8327098	9046651	9945723	11864417
9945876	9963728	9992311	9010530	7094107
8785640	8792616	9040753	9539457	10967605
11267451	9813655	8875313	9462785	8904073
9141119	9415365	64068867	8373303	10210108
9980635	9028878	8988966	10658003	13235499
10042204	9509778	11784490	8564751	4727497
8785682	9092010	8255598	9404090	12104290
10021856	10030291	10782452	8945822	8806638
10136629	2621524	9837528	9593264	8278462
9084687	4777330	8316283	8657106	13963533
64801846	11006670	10089557	9846394	6831866
7985564	9067149	8981126	9563718	9940381
10953971	8914246	9604880	8441389	10009058
8996514	9619050	9310383	9991912	8998939
10093310	56928422	9015146	8973788	10905740
9915735	148731	9684775	9591351	8240143
9160717	12306632	7298557	8458697	10785423
10854001	8635033	12016209	10919551	9155139
8943284	8932504	9075002	8979009	10889694
10026936	8449944	8992933	8070071	8904663
10158575	10009426	9163523	9918569	10084324
8899261	8945811	9750715	9036781	9099734
9961145	8541718	9195484	9950090	9822073
10025744	10495286	8988965	9002532	10167415
9094115	8596039	9871869	11106819	9038799
10869283	9993780	10644826	8895097	11067987
9026795	9001565	5962071	9640238	7960816
9094284	9405829	14393696	10420629	10805390
11023337	9573873	6115592	9590692	10072736
8932469	10075290	9995600	10429273	9969342
10112086	10966052	8935580	8022756	9033001
8973342	7400746	10971391	10940559	8938959
10993753	10963839	6992475	9991206	10022006
8852302	8677108	11052401	8975347	11082310
10058924	10963872	7614318	8998989	9090525
10036271	8332229	10303711	10043004	9891913
8969345	10546715	8701191	8620829	10071438
10923582	9504820	9408501	9353277	9104890
7986978	9575807	8952281	9135045	9686332
11048260	4952234	9584261	9893453	9160632
7914050	1461496	9357302	648014	10938518
11996184	10760810	9044812	6960429	9020838
9042430	9766870	10054962	9551426	10214115
9058604	9006713	8515320	9395279	9849234
9014964	9957493	9404885	9022385	10180495
11087791	9098932	10027513	9977270	10695958
8913602	9414521	7976908	8077209	7123255
9999469	9587241	9650374	13328886	12964480
8970702	9010648	8951644	7115163	6908169
10965157	9435102	9426261	10321865	11268900
10110339	9455348	10027584	10538174	7699174
8879529	8500696	8947812	8060795	12247803
10031377	9159213	10129333	9591977	7899604
10088224	10805385	8867480	9968182	10937457
8991754	7700367	7715898	10037728	9094059
8912899	10299620	9923020	9430148	10024151
11070687	8777313	10039403	9315779	9986607
10070104	9776613	7966160	10692108	9938394
8994222	9074764	9369088	10096429	53112415
10827387	8969382	9614379	9531322	7810621
9012577	9981275	9185095	8403969	11114346
9169911	8403551	11304235	10619668	9925933
9864841	9882626	6862708	8406061	9131535
10096610	8966268	11132082	8968247	8969712
8918600	10185066	8557056	11057862	10833504
9824941	8626792	8087667	7447759	8011962
11196175	9352949	10938727	9525805	10048674
8096481	9018363	8362607	10567579	9999887
9975726	9644358	10647504	8571563	10096298
9986993	8334399	8252969	10801374	8872700
8910417	9616929	9118173	9115203	10042288
10146881	11013859	9966138	9911167	10040304
7660804	7372093	8935661	9953028	10014777
11164679	8856047	8994642	9040443	8872103
8184609	10167570	9029052	10079487	10072843
9556619	10567950	11068518	11031483	9899607
8337824	7480063	7671671	7877573	10127042
10028507	9522234	9860908	11123180	9010909
9930534	9426075	8182470	8872978	11054861
9118122	8994899	11259511	10266407	8926200
8881371	9967536	7655498	9733784	10053753
8957317	8992052	8945666	9080537	8872378
9081331	11073320	11039144	9924224	10111201
10065163	8542082	7947390	11048853	10190956
10984442	8991280	9375182	8540687	9914022
8000223	9484477	8989261	8969095	8857131
10910840	8677429	10054695	10533328	12030340
9026440	10886591	8673083	7483774	7048565
10071329	7931147	9287422	10526331	11093990
10063358	10122426	10035403	7467011	9920636
9870071	8344223	7870712	49556626	8872083
24031371	10004070	10124515	12879958	10026446
4951294	8974619	9583578	9552106	8883190
9821325	9037306	8042926	3579708	10061531
11238089	9570444	11373619	2933876	7147796
8840670	9419749	58625229	11973255	14027600
11106161	8950996	9901150	8965686	8871554
8078263	9598452	8440178	10005086	8675170
9967166	9398035	9999560	10034901	13295796
53989630	9646971	9963265	8911476	5985309
7897801	9423781	8037746	10072030	10173157
13165360	10531189	9573720	10055904	9967028
6032082	9058318	9377642	8921486	9919623
11828920	8450121	9067344	10061147	10915475
7982850	10950406	9968664	9987530	7964086
9864629	7958298	8726438	9918210	11323225
11234957	9103869	9931220	9554426	7858688
9057795	70543346	8914938	9558718	11969515
9637246	10415817	10443253	9892059	7956487
9300305	8573919	9033722	9996144	9954436
10991569	9369158	7910677	8022665	9986853
9046936	9705350	10703146	9898871	10008259
10023800	8910791	8395156	10014337	8111563
8966006	8993178	8982309	8225100	11852765
9859332	9412408	10009954	10879396	8102224
10125257	9980999	8548656	7962517	11091343
9624840	7780067	10401080	9960848	7906299
9338628	10872671	7987645	8384624	11038274
10946623	9047744	8959525	10571130	7918955
8005008	9026049	11017264	9038645	10079495
10991484	9427858	8021444	9038543	8941580
8090721	9597467	9634698	8984252	10172434
11928146	9062877	9319623	9945573	8774059
9143746	9908987	9030295	8674812	9054681
9812259	8419258	8980087	9435869	9103893
9081871	8574898	10039886	9537804	10153404
11057194	10985759	9013256	9349980	7798265
7929510	7302028	9637467	8280340	10144534
10039527	10577483	8977447	10818120	8816757
9930005	9100492	9389906	8549112	10136355
7994047	8340110	8932677	10001114	8846262
10982465	5685266	9694339	9013227	9009513
9122625	1398471	9975731	9435589	9006972
9622792	11912322	9011944	2941998	10989375
9333422	8643225	8376599	4092670	6910254
10069321	9394545	9597735	12989366	11976750
8933172	8938189	9399026	7011881	8111440
11025529	9669070	8962240	9471474	10894578
8939099	9453630	9064589	11039455	9053239
9929769	8946956	9958974	8395643	18250281
10135408	8953540	9023123	12059064	12726799
9054583	9996905	9020388	8059487	9012296
9941261	7771648	10001961	9482078	9987030
10081793	11229691	8923642	9449381	9950510
960316	7130641	9060894	9909783	9073204
4993660	24939543	8966540	9644902	10023171
14802660	3570183	10036089	10441377	63088482
5127243	10969050	8569155	7965299	11140862
12914729	9407169	11500635	10028962	9961353
5057056	9000394	7054716	9609158	7887828
12028704	9053540	9849109	8520538	10808556
7961597	9520517	8995014	9878797	10065651
9970687	9069654	9620911	9929580	8948347
9945522	8353155	9421647	9208506	10980665
8026791	10955636	9572849	9850603	8107114
10175816	8025016	9426193	9532814	9913629
9061782	10670962	10041751	9423433	9009173
8976234	7884973	9954704	11176185	10159263
11937021	9433110	9960825	9029682	8994505
6091636	10526557	9002961	7795772	10064606
10887633	7501977	10594196	10013591	9979366
7025001	10612305	9408832	8596504	8941759
11928485	8971670	9740212	9410200	9999965
6887037	8942331	9269384	11001830	9913725
11084486	8481832	10711361	7125088	10003624
6927992	11598728	8265635	10998244	10027675
10859199	8039932	11107380	7888220	9063824
10298855	8867526	8991230	9380884	9899113
7997053	9498341	10029842	11880674	8979487
9918715	8947013	8877008	6320784	10976946
8966516	9070225	9633568	9971207	9151251
9120361	10471962	9443094	9049307	9104228
8972458	9449031	10001957	9337239	10842933
10057086	9545077	9548783	9012328	9117296
9942358	9407434	9993158	9580548	8939338
6963292	10681263	9464879	9073470	10879014
12037209	9428003	9574052	9476091	9015464
7041356	9930057	9103146	8934898	9973337
10948589	10023183	10847078	9971373	9091913
7924333	9622306	8970641	7980338	10070327
9777789	8423258	9367584	10960915	9976293
8567913	9944524	12126080	8006214	9919976
10706738	10059064	7950290	74056135	3995051
9046762	9937323	11644255	9190144	3081362
7910896	9153524	8353763	10803680	12936319
10753644	9797351	7995470	9031254	7931381
8216387	9633546	65087800	10957372	9057168
10123656	9071791	8965567	8048341	10102941
8940553	10353926	8925382	9981474	8932371
9016749	9034425	11041101	9003572	9935606
61139450	9938476	7999834	9940116	8197662
8946664	8849463	11002086	9066175	9888328
10058830	10245880	9016400	8922814	10020516
8760071	9950042	9122720	9050439	9883774
11157530	9531244	9805961	8939129	8995816
6916991	9425915	9748901	10613328	10178627
10985695	9852501	10327194	8463671	10041349
8014963	10142762	11582994	8946130	9768630
10141353	63570473	8450876	9596378	9117350
7927699	8469361	8967629	9008936	10960827
9882400	10021970	10020739	9460535	10053018
10101170	9529987	7963098	9521612	9073987
8967462	9483804	9960469	9492383	9050500
9011780	8948383	9008462	8568739	9817054
8917548	10065337	9977709	10354980	10109041
11165474	9525992	9002282	8183619	8921652
7912993	9983375	9648702	9001121	10917325
9875162	9499357	9397336	9886556	10113062
9216116	9939046	8141720	9559159	8873241
8906098	9536242	10808016	9459246	10101041
10034397	9426678	8043261	8098652	9923955
8027900	11103423	9979603	10912876	9042125
9874363	9991499	8968799	7904232	10003922
10113557	8474199	8975859	9618399	9937610
4945852	10002027	10063357	9431870	9173493
13040446	11039284	9621286	8982664	10880941
9911751	9045279	8982381	8963892	8057040
8124408	8952020	8392595	9589897	12059744
11012144	9430475	10774870	9456420	6942670
6885990	9972809	10277072	10047467	11881249
11018775	10066630	8923439	8927785	9097331
8047528	7607353	9612054	8391186	8888146
9857785	11959303	10075262	10182175	11231760
9195452	10415575	8972482	10469052	8899621
9036339	8817042	11075476	7975012	10041465
10919456	10182979	8034667	9546843	9836117
6929018	9550782	11289506	9588971	9293208
11047459	10056669	8572833	9851433	9798568
7891922	10042664	10366700	9952158	11273322
10992045	9318568	9667824	9019500	7837524
7983897	8599503	8977180	10665976	10816863
10186641	9022388	9375294	9419105	8997465
9010262	11032355	9962769	11242879	10058521
8715494	7390625	7748819	8820905	7918770
10167180	8730726	11872808	10006664	11196335
8965466	10226003	7376513	10049555	7821793
10065159	9605252	10000125	9895512	55971331
8017236	10973244	9699369	8247614	2072570
9945981	8197217	8357910	11720923	11251849
8997878	10003250	10598936	8965140	9915003
9092743	9848477	8052776	9107035	10077733
8987228	8358635	12341240	10944560	6782976
9993149	10673721	6603054	7986687	10923059
9056263	7965482	10518516	10101875	9125124
8934973	9365675	8844580	8082612	7883574
9893964	9041506	10069991	10762979	10981781
9146333	9583110	7991510	9127865	9053933
9047764	9380950	10595835	8049127	8164279
8832964	9585689	9312219	9969430	10999486
11004039	10066630	10068450	9893765	7855405
7977495	8364614	8968305	9032750	9987401
2060576	10006168	10605723	8987784	9038591
4961012	8528454	9393694	10092715	8987607
10841653	9469198	8966431	9915247	9994068
8975171	8963239	9995285	8977902	9003656
9169714	9561578	10036133	10102996	8913136
9046519	9068235	9023242	9897898	10145991
10027095	9458189	10538891	9122834	8806713
8943809	8998841	9508091	8939748	9011856
9114418	9489492	9952468	12015549	11091715
9888761	9479897	9113657	6908259	7934902
9068319	8537583	10077415	10014911	9014782
8996668	9987012	9440253	9207852	11062123
9005939	8968613	8197551	11856235	7184579
9952094	10117536	12178915	7953740	10107199
9001026	8352060	7969031	11048097	8784320
10056887	9579448	9735057	8858622	10229964
7901348	10002019	9958474	10161240	8717702
10037821	8503986	8991060	11001816	8973619
9108670	9618660	11081198	7477174	10018535
9922607	9342432	9219505	9474918	8973326
8016469	8932499	9735459	10518190	9040686
10001976	9658161	9379002	8654271	9963545
8995107	8172727	9962545	51832628	8124644
9958901	10801331	10106351	10529978	9961112
23063198	8003072	9512755	8455794	8886262
4919593	9978405	52298939	10525070	10204403
11181354	9063175	10020648	8722792	9111879
6801524	9411918	10080148	10716822	8665898
11030914	8759649	9645564	8991562	11218091
9066218	9757743	8316904	9965145	7854609
9076315	11181498	11678232	9066134	9087903
59807303	7940444	9346339	10939257	9949670
11065347	10443202	9946437	8219741	7969327
7998526	9970535	8684738	10903134	10059265
10040186	9553050	8947509	8977513	9775147
8929588	9403491	9367542	8043033	8150420
9162818	9560758	10065600	9935286	9919975
10869336	8413799	8939895	10006905	8992265
5949913	52994261	9994940	8111252	9179470
13115273	10006759	7958207	9789610	9997507
6843033	9955135	9074361	10018375	9823857
10081611	9008122	10694888	8965498	8114939
10087909	10049333	7227048	9601007	9924490
7965426	8999484	11086727	10633349	9093165
9949367	9964808	9051105	9809724	8863400
8945166	9532365	8953082	8061600	10089612
10150334	8978116	8938914	11025837	9008824
7904673	9479411	10127248	9523329	9022377
10027649	8968548	7663040	9343444	8184042
8685367	9611076	10220890	9645317	10693223
9967452	9410769	10052820	10370047	8066919
9436926	9020156	8688060	9091048	9973281
8937035	11600401	9872049	9335966	21024887
8878350	8556382	8415742	10627549	7881689
10076496	8485155	9953243	8971174	8215084
7837077	8946484	8816760	10010365	11012533
11173388	9264627	11284898	10052366	7897847
7999815	10107148	8532184	10273641	10037409
9967882	7743372	10028690	9001069	8863310
8996796	11928630	10066959	9598024	9081423
8718202	7382836	8991477	10027653	9994017
10293403	9863738	8403768	9206921	8996062
8069548	4827634	10945160	9885885	10171761
10961982	1408608	8989219	8037225	8092082
9071066	11943787	9620997	12512365	9726853
8593125	9016949	10311829	9364258	8969248
9376633	8967853	9719398	9072850	9033261
10049508	8925200	9330720	10005982	9980859
7973264	9620420	9964970	8934174	9008383
9799213	9421109	10039297	10595870	8932986
10029789	9025581	9004654	9412993	10104788
8163093	9552457	9973502	9622907	8132911
9936361	9029360	8593180	9393187	9796601
9080200	9349934	9029974	9990025	9203331
9882413	9010667	9023446	9962120	9824401
8094191	9010355	9358500	9007715	9043257
10012173	23678307	9650347	9583171	9055443
9046193	4322951	9341849	9448666	61057879
8623968	11730334	10655291	8958962	9846772
11247286	7253635	8326500	9201774	8965105
8048499	9002322	10141353	9018611	8963069
8816548	10042085	9865057	9805364	9046491
10133653	10056392	9982163	10042813	9202376
8935112	8924418	9125727	10104887	9880870
10027479	9601990	9863446	7907059	8948897
8042595	9041555	10024527	10985189	9071548
11100281	9350472	9057797	7139349	10109588
6668101	9132217	11006289	11881341	7929170
11263260	9481279	8968267	7019509	10965350
9108793	9004152	9598148	11006952	7912854
8884242	9039943	8961654	6953129	9990809
8844222	11117047	11030542	10541513	10079444
7113997	7203757	8995677	9565993	8985935
14315181	10126495	10438494	8900013	7921629
7722160	8511048	9013121	9106111	11194148
10903627	9228938	9609269	8920194	7855200
8147648	10236086	9034915	9929547	10145568
10936499	8592932	9339953	9094201	9090707
10038093	9309160	8892834	9970928	9774376
8918327	9015757	10663695	10071877	9076764
8986229	10571727	8430592	7878440	9004073
10983230	8394464	9985523	9032984	10091644
8126327	9627284	9692717	8924827	8066508
11030015	9509887	8300484	9593026	9778667
8896151	4763630	10025812	9048286	8906399
11053764	1133023	9035470	9410384	9009938
7949024	13091253	9616950	8995901	9275160
10695696	7520438	9018228	9940405	9811773
9383633	9367274	8900882	9034577	9076644
10020046	9008965	9408747	9570212	9080744
8926590	10042158	9636784	9019984	9827677
10100777	9120204	8349272	9974249	9158299
8913814	7490148	10041981	61518983	9983791
9953534	11932301	9667299	2519183	8944320
6524272	6967483	8270232	5389824	10891378
14481898	9420494	10035237	5098382	5944143
5027215	10074721	59685968	3475494	11343684
10887822	9034985	10911462	12029644	8764170
8997140	9460313	8368374	9372815	7505552
9164545	8445016	9022710	8116259	13339868
9880162	10568469	10672596	10926802	6154242
9017445	8486093	9295973	9550125	10033345
10079761	9560804	9028713	9449325	10102172
52031633	8966854	10615235	9066761	8878475
9911252	9404710	9214617	10891832	8973837
9038420	9641348	10780829	9056784	8910906
8964413	8413175	8973083	9643376	9042706
9974107	9935584	9389341	9303646	9947187
9032414	9092402	10002431	9702574	9012217
11113480	9015750	11098926	9391846	9116593
8916083	10533429	7921731	8545041	9994034
11079605	55528236	10628976	10423795	9039300
9008799	5958593	9393360	9587215	9063174
8893183	11483826	9977140	9360096	8849845
10976787	8003377	9035484	9596435	11124950
7978955	11068679	10114105	9559366	6824177
10070134	9093864	9446441	10448670	10990454
10098505	10294503	10363988	9456726	8021582
8922050	9562985	8025283	9518294	10973460
10969985	8992362	11048891	9430819	8026829
9094932	10029660	7931702	10566376	9061687
9754707	9454521	10689996	9443131	9949772
9018379	9880251	9140881	8981464	9101632
11142203	10634057	11350413	10023418	8938348
8961952	7947401	8980030	9018308	9965727
10104896	10037970	9504841	9531843	9092427
8884645	8439303	9492233	8562753	10155388
8906533	10551429	8934004	10527495	8139729
10007881	9490423	9031311	10443337	10593275
10206191	9533371	9532033	6898369	7947873
7902668	8993542	9051987	9985930	9211812
8969258	8460808	9352243	8982123	10046161
11068635	10554141	8991846	9675921	8828851
7802091	7995883	9618905	8955724	9960876
11865052	9489336	9015982	9379971	7998057
6325536	11526957	9989259	9196068	10130672
11083573	7004833	8377097	9898138	8989546
9017001	8934088	9992080	8944977	10006932
10741134	9478797	9691339	8991784	8908909
9158622	8946263	9025595	9601400	8961934
9995540	9607103	9332712	8413867	9036021
8940303	9380486	8995663	10548301	10050838
10045780	9048533	9574806	8423190	10169860
9080186	9780853	9035987	9597584	7884289
8850541	9206287	9949030	8972643	8840033
11128738	8984745	9133841	9486875	10074272
7986714	11135289	10880112	8946453	8914107
9802756	7905318	9009447	9225112	10176681
9198844	7623167	9986811	12448944	8978816
8923405	11933883	10046330	6355479	59973642
8919909	8462975	9962894	10163358	10004736
10732758	8547197	9214349	8920615	8078343
9026582	9953016	10874718	10536935	10933580
8988903	8428758	8365973	8452834	9009533
9325706	9660378	9990290	8929255	8058911
9150824	9376831	9964468	10036735	10762932
9881204	8599022	8954432	8573518	8156449
8931505	10091792	8961759	9421133	9861816
8748780	8835738	10093694	8970739	9106846
10271045	9452849	10030298	10023834	9034652
11047627	9013098	7882010	9124693	10050908
8014166	9989903	9024468	8875823	10049758
12838250	8589204	9979347	9577807	7883101
7173035	9088207	8661533	9511040	9929054
7867738	9921671	10007316	9945540	8975026
14060005	9029460	8329134	8150856	8375533
7054434	9952443	10008233	10876088	9726863
10613443	9408751	8754916	7905435	10003941
9272296	9122230	10269651	10078787	9083667
9024358	8953098	8979986	8997374	9866627
9835595	9608045	9654459	9047351	9029692
11268972	8318679	9033831	9144997	8994698
7904875	9587229	9396972	9733608	9032709
11084748	9433981	9891933	9109031	9927054
8999939	9025051	8008083	9133403	9074762
10917448	9996649	10029092	8733921	8073285
7981039	9938949	8640465	9404212	9964848
12138577	9030038	10413584	9834569	10990711
8043922	10523826	8642475	8810048	6916374
10829071	9038733	9272020	8958448	10961097
9097754	10513480	9013403	11099692	9069024
10014333	9482402	9658601	7963656	9124119
9016451	10059902	9080734	10073976	8871110
9795317	9979960	9223999	9056224	10138546
10536923	8382680	9686086	8435726	7786468
9532655	10638029	8393424	8959998	11027809
9138321	9350649	64031361	51474112	9003869
9064389	9012530	8889472	9089211	9007555
9988413	10033064	11026357	9933914	9132648
10013002	9050308	9044702	9049015	8932583
8055383	8997448	9613598	8888945	7957986
9725157	9925516	9079479	9013307	11925555
70993866	9056577	10268710	10092729	8002340
9178090	10047344	8026980	8496986	9392856
8591775	8465356	9979738	9557188	9717338
10322649	9432552	9081249	8903975	8996645
8668704	9050690	9534500	10084217	8936566
9290578	9522499	9447204	8862892	10087907
8945815	9460911	9621449	9060523	8939988
10044137	10055320	9299101	9146208	9058069
9144423	8969350	2696610	10380492	10915308
8901262	10531115	5307661	8413404	8165717
9970593	9472461	11004544	8991300	8842459
10008628	52922525	9007050	9018673	10237650
6049278	7789131	9646896	10606538	7944822
12960677	10254595	9154298	8459257	10756606
6976998	10149746	9199738	8950355	8091653
10004713	7385033	9049002	10012739	10049049
9022306	10443874	8972778	8949916	9036684
10904344	9031794	10022359	9035382	8893095
6792094	8646857	8966984	8928516	9078943
11250506	9898548	8852758	9254233	9926765
8022875	9964296	10204952	9788132	8959271
9936430	8505300	8902782	9057203	8126612
8984160	8971027	9013092	8955767	9882722
9023589	9573440	9639429	8959515	8965614
11116101	9384003	9007020	9967711	19310798
6921972	9010978	10438403	8184392	10772971
11178872	9035507	8983975	10422197	7889133
8918256	10000978	10058611	9004915	10238034
8956818	8553663	10927223	9058897	10191856
9032818	10955262	6920952	8932177	8668814
11106468	8081632	11791198	10024267	8948220
6893787	9376581	9397338	8568395	9036133
11041058	10047099	9920141	9838333	10040304
6708288	9951889	9675562	8942536	9939661
12266237	8985520	10310708	9033856	8206964
8116903	7609165	8626514	10051382	9767639
11767998	12463859	10370931	9035070	9044088
4019271	7968624	8942476	993187	8924313
14076283	9530722	10076596	6516930	9102169
5978139	8457491	10008780	10418723	10235273
10876187	10055204	10023754	7984535	8898209
10051774	8964812	9007754	10616639	9808104
7039601	8789313	9895255	8416953	8104809
11096912	9992601	10031538	8146543	9977268
8930726	12220530	9611867	11879515	8914331
9061615	6042517	9399428	7965955	9134888
9064244	11645938	9749600	9621520	8835818
9774084	6942724	9873605	9337694	10061966
