CPU Low (ns),CPU Medium (ns),CPU High (ns),CPU Medium & Memory Intensity (ns),CPU High & Memory Intensity (ns)
109232,256136,8802129,10784847,9253967
109694,104700,10142373,7929566,10853714
98667,106216,8819472,10109660,9032461
120723,496405,9070953,9923201,10029803
293250,120734,10013200,7993667,8770109
72906,154760,7976329,10049956,10226308
81938,207637,11034195,9923626,8942259
121913,114482,7952678,4251888,9999218
107976,117462,10992106,2761135,9740238
108819,111189,6973744,10994754,9112815
110367,109989,11975519,8043861,14948685
117746,109608,7157473,9999607,2030649
145105,267415,9789349,9195938,13067919
70198,533264,9049018,10912588,6971485
110105,123395,11084191,8976938,10027237
106647,119524,6791089,10865863,8855449
107077,144706,10096016,8161320,10309975
107930,133496,9006640,10193402,9820376
136083,113823,10119440,10750294,9885209
112526,121904,7757072,8914499,7357162
112641,110404,12250084,9171428,11575934
134421,111441,7043487,9917186,9162056
64575,9751888,9766641,9963445,7870524
109297,11978499,11002659,7988158,11056230
106433,7669060,5968399,9968233,8090078
119010,12157691,11128081,9037429,10987513
109074,7889342,9094683,9973822,8767917
110228,8348744,8871163,9016240,8983701
110969,10747404,9899752,9878069,11161936
113975,12012436,8972741,9122128,8998228
164936,3919372,9229169,8899566,9074149
180421,11887839,9877454,3099348,9848705
129692,8264859,9077222,4906937,9214097
131443,2071660,8927456,9993531,9691123
132057,732893,8989927,8996260,9122769
133303,69340,9873742,10022908,8974479
133668,118503,9039066,8915431,9947171
341680,85281,8965042,10077111,10134962
158956,108947,9228840,10035286,7884006
133626,109285,9883357,9000398,12005870
130967,110041,8903412,10119744,5920447
133491,115095,9986183,10949137,10927846
133853,250147,8965854,6829291,9020188
151157,105864,9086291,11060974,10031796
159857,105769,8856125,110556,8880184
133842,106455,9945899,5872941,11164090
134949,107215,9000567,12002254,7937472
135160,110416,9018239,8172583,11033243
144111,109376,9114286,9767847,9014111
127248,110474,9888377,9144373,11073665
93623,349800,9173510,9862469,7836935
94338,113246,8896337,8957806,10979543
132405,114806,10050723,11095615,7954286
129902,107936,8997438,7895182,9018813
129832,107641,9018277,10071302,9178982
135236,108760,8828661,8961657,10772269
133195,112244,10069425,10021300,9074481
133038,146322,10051043,7903925,9166200
162681,55837,7991141,12069295,9883707
175133,108162,8784563,7189954,8859517
131135,105934,10966892,11086873,9928604
135648,112136,7000716,9755002,7317849
132959,107865,12042359,9932399,10855461
134639,109000,6984394,9007529,8980348
134806,112109,10166703,10111505,10138745
161344,119329,8831743,9853757,10834098
122630,145252,4179377,8058369,7964770
114171,126251,2820879,8872146,11010025
97965,107169,7234874,11141111,7888864
109636,107556,14707268,8000059,12116178
112408,107841,6981787,10964154,8020506
111496,206248,10080781,8054104,8868759
111127,90656,987084,9931765,10919748
137094,127428,1106309,8920802,8037209
271420,119075,2070315,10087769,9098123
80029,147595,737461,8865084,10991612
108872,62493,10006813,9224527,7999055
109205,110313,9966757,9168306,11020967
71302,108448,9136934,9624003,7043632
111259,108657,8870213,11058434,11869884
115962,109703,10036578,8990632,6877761
209823,110633,9051400,10052798,12029737
82441,189454,9035752,8974112,6198298
106127,129400,8965298,9967275,11876081
106853,383175,7866596,7952402,9274239
108058,117807,11103823,10988934,9712336
108524,117789,9865616,8129774,8960021
109968,71085,8055300,10881948,2908847
117590,250081,921947,7959342,4425000
288809,108500,7092204,10060662,12601590
105607,138683,2832379,9034860,7063784
106922,118270,5107682,9875868,11070319
106955,83834,1562969,8972833,8191020
107787,109205,5512278,9177345,10732865
109234,110457,9938387,11074211,8980436
110908,111807,327791,8135811,9947409
114747,145061,10583460,11747540,9109959
874620,58676,8948339,7869526,9005700
9301654,109669,818548,9010674,10866004
10250067,106478,4238097,11053540,8077394
10743348,107222,14066224,8906190,8868398
8150678,109170,5889739,9022822,11148193
9975395,109120,11181330,9974069,7849647
9903597,108794,8057316,10090377,10030025
7893091,109386,10849882,8111704,9044694
10036510,223407,6849483,6825555,8923322
9157937,80744,12158505,1066566,11066445
9840957,107596,7932948,11907113,8971261
8005490,106450,9999299,8008650,8809600
10976664,107486,9065031,10052616,10026456
7964283,108031,115099,8998101,10161929
10003008,111735,4953783,9892918,9886850
9015061,109561,13842257,9017258,9343348
9041749,111082,1887352,8971682,8731467
9945197,145398,1953413,10000973,9996628
9057761,123254,12123002,9281573,8909088
9029014,106113,4967636,9804328,8952896
9944114,106433,275179,8475086,9934131
8172191,107367,12645087,9555478,9084611
9875518,114811,9136025,10109274,9864307
10030858,106638,8971027,9780823,8251329
8079071,109531,8888304,9039553,10813964
10132687,144709,9219470,10269800,9042440
8897298,87085,8773868,9688328,9147413
9834189,108836,9969005,9060687,8849433
9992714,106062,10052647,9037861,10875932
8322282,106865,6878526,10954175,8118655
9943354,109420,12011767,7977699,11108082
9083556,97800,7045070,10078660,7852701
9617848,109086,11053872,9198881,12090986
8984407,109419,7990694,9766627,8015125
249233,192899,9924782,8941155,10795481
8875682,115065,10195642,9113777,8084294
8139197,108321,8943912,9875382,8928487
10797701,106893,8927394,9321657,10958739
2982531,107187,9965833,9702115,9128695
2984898,108271,7954067,9003629,8808111
11308596,108771,9968245,10011332,10052064
9971151,98368,9183661,7960730,9073814
8746066,113507,8836468,9935146,10216009
9031118,145186,9976330,10037494,7891897
10998907,273789,9034464,9475606,10694329
7122043,209161,10148737,9522837,8010798
10886060,209149,8908071,10013892,11029648
8054433,317213,8949468,10057046,7870151
9995567,219951,9192238,8947329,10067983
9970981,176524,9687800,9241620,9148901
7881358,152132,8094459,9713983,9925087
9038705,119085,11026101,10038915,9043073
10067490,124763,9018338,9032806,9840653
9205290,163885,7973931,361913,10018490
9839390,146121,9803405,7623822,8998367
8800535,112862,10069304,8964587,11020154
9176788,135668,8027080,12073870,7903065
9859370,124305,10024862,6930423,10056746
9001213,123926,9853225,9989726,9974798
9061105,180632,8056955,9003483,9027884
4106929,228972,9866061,11127057,10066578
1855660,226602,9140239,6844889,236528
11896924,176820,10005477,10233399,1030773
2022508,182649,7882498,9814420,643772
2032656,184799,10112054,11059412,1232279
263409,223822,9043983,6876728,12601829
3901502,213001,9933847,10999036,8048763
215037,178314,8940887,9033843,10048251
3499831,749922,9084824,9223139,10121758
11094770,82793,8828641,1007574,9781378
1161951,79011,9062146,1829174,7195512
419917,150604,11089921,142059,10932457
857202,190628,8167997,160128,9039574
1815087,191523,10621348,1315954,8886008
13681043,126805,7225020,13430130,10958735
524488,122632,10902175,8956101,7987750
4506890,112710,7895366,8106367,11126793
11059847,115522,10126835,10815339,10004841
7856642,116874,9968649,10074296,8866982
242602,119123,9076411,9014245,9905437
8694620,118920,9132562,7964103,8981045
7674148,120995,7870885,12061441,9100747
13415878,246382,10759295,7966960,11057317
6104334,173360,9114604,8944235,6997921
10887190,179505,8187876,10917374,10070785
8021622,180190,1977771,7155920,9785074
9885189,124494,5648201,10813172,8997527
10200852,252318,11016712,1130770,10034332
7750139,113269,8061849,6967090,9121829
10075574,112765,925605,10932468,6812473
10021374,114612,7025647,9082185,13038592
7107724,139369,257630,9927154,7946101
11813503,121139,2694331,8986243,9080549
7015182,120244,3033520,245754,9875628
10905383,293374,13120112,8802091,10131612
8088084,141120,7908884,8886396,10013064
11107878,108191,5154245,9386306,9013027
1095729,132788,828215,9611824,9876388
4713261,117801,12005974,9329918,10074092
1380694,122413,7979647,9812519,9072836
6720300,141085,11016728,9089444,9845668
12951713,171800,9005479,9920362,195621
5988377,130505,3206609,9842501,7868346
10908401,129175,2640365,8033906,522725
8013109,110827,11091989,10985529,5534691
10106107,99620,8925737,8027429,13984487
9064160,112838,10082047,9162777,6051961
8815121,111260,2290853,10819629,10811675
10120793,113140,3711557,8017121,9929239
7977277,317482,261457,10019256,7020972
11977160,119690,9794570,9912576,10136983
7072169,111960,2225493,9147994,9053451
9839317,109032,4749850,10985526,10820359
8944655,147496,11190214,8973589,8883330
9038993,111225,295435,10015367,10086932
9289326,117499,6370108,7891271,7922564
9793201,159631,11160570,9973020,10155835
8889815,105941,1218761,9082236,9824489
9166450,107237,4571480,9934268,9153619
9851912,107801,11349767,9075794,10851161
9150264,108265,8989912,9910917,8985119
9884670,109085,9771891,9141496,9930909
8940739,138117,325615,9810294,9126445
9172930,138901,5596297,8015375,10910149
6987956,416705,12134257,11033152,8006525
10805561,117501,7925453,9011289,11009459
9977930,85113,2039729,8945694,7992835
8882379,109766,800594,8982176,9925873
10047701,135577,1919580,10041586,9034207
8079136,137194,12171697,9927796,8939159
11004477,249554,9826705,9098950,10217446
8016492,472438,8127379,9993342,8869070
8922487,119415,8925781,10015071,9915322
10079070,108497,10992367,9974803,8923619
9800402,145194,7159008,8967934,9015454
8050150,60875,10784294,9157322,9036987
8942092,103279,7991714,85694,9977568
10992629,130358,9160396,9014085,9957542
8077947,134109,9753190,9761476,10068385
10170296,134674,9000763,7335873,7984430
8748185,109336,9052125,11591295,13098577
9046586,119441,9956005,8036604,8013691
9063909,117011,9033822,10036917,9881772
11110805,106293,10031487,9926169,10036412
7973679,130625,7864870,9000349,7098845
9803094,105193,10023542,8959095,10798056
8999658,105807,9083145,9422096,8473711
9124098,106882,9947126,9940266,9558785
10092841,111329,9052352,8836628,8988043
8845967,111328,8132765,9899184,9973292
8971391,110054,9884459,8903499,11042322
9018097,326267,8825280,10086024,7963966
8825511,76216,9988636,166830,10058482
10107762,114337,9029338,6741772,9024885
8962066,105974,9071588,14068258,8956708
10092962,107718,9976185,5119888,10061245
7134584,109117,9002793,10818345,8970574
11916206,109518,10000137,8270080,8997471
9034763,112722,7977600,10810729,12167014
7855413,138127,8920477,8929753,7864171
9897998,136253,9061381,10291288,9962731
9109413,114986,9984101,9678227,9095426
8143356,78478,8169740,11217200,10807146
10867028,116369,10350739,7889271,8072794
8999174,54169,8508931,10112014,10937816
8850698,108904,9906823,7840918,9005318
9090150,110910,8383508,10011428,8156760
9862833,112663,11775838,11027030,9974148
8018830,403496,8026186,6875247,22770664
11022723,116779,8792831,12198278,5051738
8099483,91860,9001606,8918736,11056251
10814781,111045,11117649,7924601,8983073
7985637,81773,7962841,1031931,10000100
9100050,109102,9895856,7984815,8890231
4058473,114646,9036692,8917800,8180027
2951073,170957,7057497,10260018,10885461
12056537,113905,10876255,9185250,8904038
7955581,105730,10074466,9591620,9325244
9927749,107552,9137873,9422513,9698902
10953928,108294,9915208,11698372,10009012
7932495,109281,8968920,7298204,9983990
8093303,109851,8938703,9573834,9300584
28016586,118436,8098121,10264192,10158614
2012262,146137,10918553,10853716,9587089
12044809,71461,8932587,8997893,9180774
9024995,110128,8277592,7740857,10871958
10867753,106176,10817589,10035763,7893972
8922967,106881,7906851,9032181,9173618
9028825,115064,10109797,9972583,8891508
11985578,98965,8847467,10105320,10162201
6965616,113797,9980993,9923841,8915035
11225405,115663,8971261,8040187,11966704
9721354,179705,9138377,15973854,6958330
9171932,82646,8856235,1157485,9420474
9936439,119792,10043044,12799438,9538375
10049265,118058,9102841,8957514,9006078
8860395,137270,8894026,10052488,10909521
11223050,119503,10049952,8954559,9075485
8850439,113558,9002109,10034942,9161124
9866332,110063,366866,9020218,10808214
9148051,138220,643032,7954636,9124088
10886411,64437,3903827,19033929,10888594
9217127,143303,12994676,12131875,8182359
8889799,113600,7336872,8870131,10112950
10948820,116900,9657456,10117072,8618157
8964197,258985,9006728,8795771,10006447
11040660,199962,23053141,9999053,9204628
7894331,353958,5237450,8304576,11898046
10939484,120253,9892242,11763174,7296328
9997626,115004,9065374,2001234,8636294
8076274,120822,6751251,4002150,10990289
10969951,115365,13942006,11026795,9120591
10107115,117197,7324608,7916550,7993595
8873805,193346,9628940,11236476,11012238
9003113,106063,10049904,7693780,8804478
11917978,110407,8033042,9093665,9041327
8075150,109984,10030212,10915653,11060880
11245945,111685,8966292,8992900,8117768
1723597,111998,8979340,12073564,10824815
204481,114848,9060750,6918645,9015047
156315,116683,9922397,11142932,8909510
136629,145359,9022294,7821231,11004193
219017,78908,8928186,10100362,8122585
109878,108008,10031581,9176456,9881376
144649,109073,9048700,9744961,10011468
203163,110612,9353863,7973749,9052288
242358,111859,9526401,11984280,8945598
228925,115906,9058869,9065363,9966947
327248,117531,8966816,8012541,8985512
207549,107388,10018835,11044291,9975155
210935,144066,8206452,7880006,9073003
210757,62663,9893704,11075370,9084747
256129,106515,9920640,7985610,10940448
359300,107422,9017412,10027110,7882780
207988,169449,9365611,9008431,9998205
249414,160174,8575270,9112930,9058675
149098,163793,10022123,9734337,8917874
172955,165129,8103935,10045505,11002341
208337,79064,10109215,8983367,9121044
217641,137122,8972062,10955348,9002609
206254,132675,9817195,8102063,10969038
214316,114169,8183739,10932240,8958253
213280,111939,9987267,7958730,8921561
235302,116755,9989447,11028169,10085684
226184,120116,9810440,8339070,9954091
273633,117680,10003185,10819415,9033494
230348,275669,8978568,7822560,8920549
205346,72541,10046045,9983724,10000404
252659,133841,9301229,9076396,8031103
264796,124541,9970495,9927544,10998190
320037,115257,9866492,9037967,8986286
255937,115429,9083532,8982307,8205118
216369,113818,9839972,9985750,10853563
233181,144930,9252956,8951751,8981095
240447,72985,9795490,9108837,8985187
199839,107296,10112391,9884377,8989036
235006,107392,9818085,8996824,10009971
258655,108718,10929562,10057147,10180080
167900,111711,7984263,417717,8704540
219866,111107,9943444,7533173,11039469
201887,114700,9058140,11055126,9069863
170974,116355,11228753,9312088,1019610
254000,157126,6705051,9669020,255034
290215,58682,11403423,9014754,3784319
220538,187302,7811778,9970150,10441397
223954,156482,9901229,8983996,14360920
295278,162561,9149158,10021580,4987016
219714,146082,9068703,7900447,9953258
207809,152875,9729205,11523032,9995503
213683,151712,9003202,7534505,8212836
262224,75484,9498078,10038594,9798015
166746,151939,8876686,8922594,9066910
216603,156470,9583762,9509320,9949261
217149,149360,9314038,9521617,8998514
243763,150417,9056913,9977485,9953991
129269,169515,9626031,9026019,9090357
260457,157455,9155463,9085860,9881473
157937,118864,9352120,10947514,8228182
225593,109642,9590176,8077837,9784738
227882,111686,8900635,10892115,9210278
95522,115416,9154273,9965561,9843033
191113,117294,9891696,8970599,8975228
220745,116487,8959033,9026315,9960512
211452,117461,9038352,10150298,5055539
171458,257122,9094252,8939916,2046563
250548,99130,9817554,9965452,12071903
276980,41898,9086025,9026496,8955214
209561,109305,8957342,9910733,9942554
219152,110394,10059075,8133037,10031701
326924,114787,8053933,10847628,7906093
209308,115126,10212400,8104786,11031567
210305,123325,8746518,10196431,9029277
215642,144400,9860297,9054191,10198274
245875,70179,9083180,9844883,8884896
154770,106879,9166071,9077307,9916042
213859,108803,9739538,9697385,9063173
200115,109947,11038760,8399611,9899244
236946,110956,7028384,10663991,7924503
198516,118160,11083730,8957549,10237342
262040,115258,8034936,10036186,8809690
205431,119665,9850065,9088461,9950330
220511,154727,7410273,10921003,9010580
301876,145909,12579488,8909533,11020280
292482,108590,6960006,9026680,10061122
251621,109503,10031651,10055385,8128993
227538,125323,8957318,9180105,10988074
205299,116978,9009549,5771154,8916614
223124,115485,10041140,2027520,10040876
200962,116270,8172047,10966153,7824094
235968,190642,9765641,8036800,10989364
268169,124563,9101997,9933628,8118086
8681085,120516,9897436,9422440,9911078
4499980,111646,9015993,9550988,9276256
275123,113202,10009328,9424508,9718559
139264,115062,8958910,10590848,9000318
212125,103585,9140075,9371147,9955110
267669,123180,9057353,9730880,8170045
136350,292382,9870598,8072388,10830320
129683,116647,8349681,12020520,8245260
208306,111869,9633399,6834623,9986868
197391,125845,9952738,11056504,9826885
266457,115212,7956578,8973642,7901948
288424,147588,11092910,10934330,11100856
175931,244064,8883707,8034867,8909172
205000,263604,8030864,10938088,9975193
177587,207002,10998035,8072027,10142316
286689,210650,8053226,9908042,9969957
209212,249001,10000900,10049516,8000628
166282,62880,8896706,9029224,10896366
257385,128002,8995233,8065642,8046662
173847,128481,9057771,10946733,10378736
217250,137464,9369278,9054409,8737277
199126,132448,9601352,10035998,10900423
241691,137491,8961616,9077300,10150915
191059,134105,9212619,9823012,6751305
158044,161005,9824986,8900040,11094048
181617,158072,9007310,9083285,8404787
225548,129019,8966699,8931248,9026602
566660,107319,9455854,9013284,9607044
211938,118522,9591289,10125859,12270871
228123,110081,9015877,6917034,5626386
322081,110921,9105582,12390871,9996456
138666,113720,9814751,9491971,9274273
168746,121179,9084447,9035541,10029289
199108,132734,9009107,11044358,9748398
212546,106313,9331083,8921779,9916548
324538,111290,9624003,9043913,9111351
285350,111271,8923332,9934316,10009508
255045,109994,10031768,10018097,10166164
556727,110720,8248309,8072045,9734462
157018,111886,9769002,9943371,10083567
215594,242404,10022445,1398369,7952107
178466,192353,7986930,6587057,10211062
250827,117114,10049850,9389199,10123325
213084,108155,9159756,9819198,8686963
197311,108998,9771585,8947608,9066939
211664,109078,8061945,10837248,11191912
219136,123090,10895011,8023082,6609980
253973,249183,8991727,9960075,12038912
204394,88804,9053905,9022762,8104654
171253,79304,9420856,10020144,8309171
231237,107028,9734462,9010456,27666738
239093,108136,9857703,9946122,1968802
300089,108303,9997157,9988566,12025466
363953,109846,11123373,9028595,8157948
243194,125048,3125218,10181253,10745416
180649,116281,2870742,12818322,8197498
253477,83351,11071517,7026653,9797112
191735,136781,9718376,9030039,11043319
207720,106455,9012771,8929172,7900219
275914,106972,11045763,9069723,10050189
218007,107066,8954732,9952564,10058405
177023,122444,10143814,9050272,8961620
203160,113489,9045013,9990489,8219756
250232,122532,10049838,8984451,9765321
144696,136041,9797943,14971977,10130322
294412,75275,9350421,2138653,7991868
236660,106933,10061870,12034057,10899297
541924,106002,9625245,7987129,4056517
214366,107116,9994133,9738526,1951760
218617,108727,9910444,11166968,11933797
244101,98909,9053435,7248277,9203507
190968,110057,10244450,10657216,8798868
260443,111397,9858716,9934570,9339398
200089,116110,7918307,10068019,11598495
182206,134291,11124793,8901504,7204908
378466,173690,9029098,9093829,11848634
177653,130361,9029363,10036814,7917536
223951,131058,9948213,9966106,9992981
175663,133146,8901427,3024499,9983202
211874,132372,10267778,3963046,9070640
128830,123534,2648552,10957474,9934685
280122,292511,2069851,7978597,8370160
479589,37845,113088,10039160,9664207
275377,107011,136290,8990814,9900910
240139,115062,11678120,7470068,8174832
193887,107631,8999132,28189498,9850203
196111,108603,9963569,980259,11058948
213975,109653,9995712,12570492,7927023
418520,126051,8953681,8845758,9976069
128700,149416,1090817,8011469,9139467
208564,110754,7120070,10938199,10059457
282470,105621,231328,7961425,7902706
190763,106928,215493,10975846,9852897
185385,133646,6458853,7989258,10047259
172164,131434,14020740,2213816,8951107
189000,134599,5906950,6756596,11026512
388861,133730,11988847,10978566,8255783
210803,121324,8286301,8960144,10942754
186630,164787,10747081,9001165,8838108
233112,127822,1887729,10045507,8856031
243813,128305,5053755,9149329,9415944
230096,132627,11038192,9862956,9666556
206542,114980,9991038,9982670,9992268
271834,111268,2240457,7958592,8979799
199302,116969,4718074,9998743,9044379
118172,70209,10956734,9246458,9960713
184098,137669,8990339,9832620,8858419
192041,106365,265342,11093404,10052129
297683,107172,1961460,7984549,9174451
293712,112399,4712998,9867737,10815932
332548,1575618,13195616,9962506,6910542
259646,10237048,7906809,7996426,13046901
1262905,10119192,11090964,11106714,4381945
297930,8887580,8848493,7932016,12660205
204254,9704107,10041981,10031732,8192572
192840,9038035,8990736,8911570,9806781
428183,10013329,10926905,11256407,10017801
214892,8992015,7961683,8804882,9873051
210847,8958505,11075154,9944289,9058303
801564,9165435,9042343,9104887,10028704
184228,9816689,9919556,9869131,8941556
354876,8282494,10084395,9999190,10096068
235181,9995080,8866651,8068802,9264244
298778,9759214,9305424,10382177,9716368
210378,8001948,11758044,8695634,9958877
249857,11030095,9004103,9929283,8030882
314341,8015541,9066961,8882894,9912461
166478,9918042,10938916,10041843,10071214
231195,8189965,9030334,7939335,7935161
387680,10868852,9089284,11092280,10044949
129781,9039508,8867853,8957311,10991910
185546,10930655,11898336,8239770,6914982
204576,9044181,8153607,10053620,10263681
195439,10005683,255960,10692164,9761347
273245,9902622,8667614,8073865,8016139
275037,8986610,9932906,9901129,11944569
207235,10052074,9950806,1153259,7324204
233000,11401792,10067356,6830580,11623365
311370,8698996,8906132,9984690,9001461
244411,8980510,10029530,9017823,10088444
316312,8877637,9131885,11274281,8947500
327900,11094980,9829556,1815021,8968716
225772,7945985,9983515,4958639,10112623
250478,9957552,3090342,10943810,9998280
235819,10001561,4153488,2433224,8157535
297168,10165156,1113608,3702129,23028115
404780,8852546,8639028,13890897,5810207
256155,8934289,10998092,5958807,357849
353871,9497493,267159,9954941,201004
300653,8755685,6781607,8170033,5548825
219476,10790983,10981822,11841349,12703295
170119,20232632,10015272,8151816,9090437
313420,7780477,8935739,9813018,9010903
336266,10126780,8966965,8979396,8921195
227927,8939263,10486659,11017083,10023378
496032,10221296,9704593,7966178,8981656
249362,9685922,10114374,10180239,9976987
168087,9035178,10671657,8895606,10035266
212621,10956527,8217991,12042779,9109572
236221,8399107,8940366,6861141,10864896
324081,645244,9816147,10138572,9079895
258895,7295673,148561,9936529,9992719
499999,200830,6084848,8895643,7957426
215743,10495310,12733790,11186212,9133374
267284,10002509,8105682,8919634,12314855
471419,9017263,9952777,9008472,7498020
213662,9948316,9921105,10051798,10078121
225286,8037628,8216643,9029565,7867973
242180,381037,11071459,8928273,10117816
189526,861216,7765720,9927802,10998009
187476,929161,8997912,8950086,7923606
200800,202067,10050794,10011788,10070877
203073,81919,4102299,8975191,8894515
531884,237669,194953,10170348,8992971
109909,13272683,1657136,8973903,10040128
206545,9067516,10974190,8888386,9941165
210917,11167878,7270463,10046673,9099056
374994,8005185,11687088,8965901,10262052
230040,12753964,8165062,8956496,9728817
199747,6148426,251551,10899680,9981620
256847,10805083,8553576,9071859,8953729
263606,10138508,10044792,9918226,8964659
159574,9909461,8434458,8164474,10098137
158146,7127416,9723954,11064488,9052828
181545,850363,8958146,8764953,9907211
260221,10023701,9812301,10129792,8127863
203451,8009537,9053384,10925873,9961980
276549,11966142,3112473,6970675,9291143
267475,8096278,4193497,10914553,9585420
221052,10997393,164363,7988747,9061411
215910,10167278,9658956,10019223,8987746
235622,9409140,9241565,8981132,11047182
226922,9337477,849611,3106708,9030496
277761,253247,7825997,4869158,9262966
254770,7587181,9986582,10078020,9611597
360513,9252299,10033693,9918495,10138587
213881,10832306,8961705,8964665,9995475
217264,9111184,9990481,9108700,8864934
145273,10870573,9264964,8989040,11162376
227374,9004314,9963946,9951036,7928554
331296,9907454,9036108,9943392,10929955
201483,10046077,10724396,8339123,9040789
304270,8986709,7522534,10656495,8994960
198137,10024488,9538790,9989434,10011611
186049,10096489,14987406,9355678,9075328
209497,8873916,5914380,8622180,9902508
284075,11166395,9182483,10145681,9006186
217733,8714907,10976601,8922993,8924278
372491,10132780,7965365,9943099,9960441
199459,9035921,10162550,9174198,9028587
252522,9833279,7845626,9780934,11072343
468373,10034661,9848144,9006275,7964584
236436,10113139,12174125,9164396,9958624
248889,8876552,6270056,9893862,9010135
280415,10052416,10013599,9997048,10043572
194877,11106711,11705916,7971446,4157944
264258,7833623,7860241,11026924,1837750
199727,10973272,7953942,8035267,11864145
260013,9140352,10067598,9889983,9089396
202612,9837700,12098048,9003899,10294481
207886,8972312,6793636,10027106,8927104
243739,11080007,10271233,9063600,11640551
91452,8897769,9773639,9945181,7048427
226577,11101686,9996245,8975653,10270856
264869,8028904,9014110,10993648,8831348
181008,10998553,10277901,9015503,9275341
232927,8966880,9751952,9108945,10741671
190892,10887450,9350672,10963754,7859550
244634,8138487,9980907,8000485,11054941
171140,10874191,9649254,9948016,7991113
165596,7969572,9195305,10019676,9898514
261236,12015200,9777385,8014626,9066989
263567,8108462,10078811,12003504,10064168
228200,11016372,8308625,6966598,9949012
187834,8798954,9600167,8959841,9003966
377131,10076982,10317372,10985979,8922438
290165,8943137,9878487,8006074,10090294
164015,10138425,8262189,10114525,9849507
167247,9888508,10537211,9377012,9028514
218280,10136690,8052227,8802339,10973401
333470,8759103,9956404,9662002,9191438
224967,10126931,8016189,9271490,8956982
239543,10088989,9998282,78558,7304165
363250,10019803,9150547,6931122,29568815
356939,8733240,9822150,12770768,12942423
328696,11153318,8291823,7973116,8261923
122943,7870430,10780983,10165104,9546296
123131,11000096,7853602,9822752,8385016
297225,7897586,9340761,11180304,10774186
261797,8969163,9983038,7425617,9019731
478144,10181889,9742406,10426861,10157938
167850,9975280,9038969,10081958,8967129
198487,4498620,10002561,7963576,9882340
163262,2514313,8898847,9921431,9003676
385506,12083445,8997341,9003327,9012566
295329,9822898,9033154,10168284,12019699
211262,7894695,8957771,8874874,1251421
177002,9963386,10024303,8913198,4823659
317627,3359788,8959717,9127788,11930969
319836,4785216,10083882,9924940,9959519
198434,10952101,8902696,11192657,7917403
443558,9949165,9280069,7914342,9046797
241127,8966383,10144031,9876795,11000691
177873,11185785,2944974,9153718,8002804
162224,7864606,5663516,9927430,9990466
206939,12010039,9970540,10235464,8036238
300728,1596342,9202230,8902108,10952511
304402,526533,10860877,10846954,7944390
225959,930389,8894217,1321543,10078190
312965,3846300,10042454,946351,9988988
197189,183743,10022785,1064031,9005160
224335,980629,9011477,606439,9055989
214640,1786630,10952475,8242236,11923217
257869,13021815,8285192,11673626,8110237
248026,7099818,10691631,10047863,9955983
306622,11107369,8044497,8926112,10006015
200002,9777821,10132026,150646,9862129
162985,9097141,9139128,6920804,8003565
345579,9915023,9607551,11910401,11006508
235011,9090649,9078077,529970,8384013
216408,11020000,10281989,5728777,10741960
256800,8854991,9742611,758235,8096241
318904,9984976,8941618,9112299,9348401
262630,8995539,9280189,337325,9487135
230760,12081755,9664220,3658606,11206883
316902,7088929,8579411,333632,8773370
341814,11762307,9611545,118906,7977427
235719,7103384,9901633,11449459,9926139
248217,10040791,8214977,8665827,9088034
248763,9904145,10039888,10338130,9294138
234316,9193759,8960267,8133474,9661911
291093,8807327,9270678,6919948,9966816
200341,9924479,9494096,301440,8939661
315167,8973837,8960118,12086479,9063832
281402,8997284,10019574,8513078,10961953
293660,10096070,8178878,11051523,8225377
162639,8989173,9982592,8137763,10802647
200714,11073845,8981593,887181,9968721
204163,8935536,9189344,1198677,9104367
223042,9919426,9682345,5821418,9928323
325872,10018704,9038585,10967924,7995862
218971,10091521,10049761,9037759,11048176
183369,8914020,8829117,8884074,3004222
205847,9868524,293312,10209940,2907763
236813,9077135,6017001,9806404,12012237
200954,11159637,9699129,8199215,7973061
204880,8738742,11038423,10787588,10001205
214308,9059262,9013099,7978455,10012098
291827,10944739,9982622,10142098,9006719
326277,9142312,8973693,8237913,10073724
241813,9989436,10200605,10580554,9867232
275689,8916954,9887780,9068587,8062039
261762,11020608,9066818,8978290,9990286
300367,8856711,10008398,8956640,8938158
204938,10134937,9859744,10103727,11219361
216105,9892688,9985587,8887835,7840865
262163,10093716,9006769,9984383,9957354
247320,8938694,10499566,1980554,9979522
295814,10043758,8525073,5987821,9249145
275175,8849232,9916291,10008009,10761277
140778,8999716,8172062,10396293,8038956
301277,10049531,10156414,9612755,9924290
212520,9110162,8694454,9045292,9041585
216978,9083533,10022331,9900733,8961030
329482,9766538,8062897,8981782,10046803
221235,8896933,10337513,10053365,9544630
197293,10093535,8677909,8963330,9426190
953940,8942722,9914650,9177991,9051366
64810,9913472,8980786,9841528,9936490
92125,10923003,9283181,9033331,8333580
117873,8039625,9779472,8954593,9904774
143934,10168461,9920972,10148624,11962312
114340,8926016,8022912,9871084,7094589
325929,11031470,10020684,10048157,9934767
236956,8895325,10052961,7950564,9166937
237655,8909230,8137736,9953463,9808345
219702,10224536,11918511,9023756,8784525
205505,9876233,8071027,8970948,8355856
223334,10157787,7861548,9026394,13719049
246667,9789483,11038393,10338615,7077948
341725,9016745,8970610,9658833,9893997
265288,9974754,8971962,9209067,9962743
273002,9965423,9950818,10791113,9074762
328645,9198216,9012494,9014708,9982277
