CPU Low (ns),CPU Medium (ns),CPU High (ns),CPU Medium & Memory Intensity (ns),CPU High & Memory Intensity (ns)
10886332,8865304,8068322,8835211,8835670
8062802,10017270,10025689,8982685,11317362
9988623,9063196,9000614,10037705,7778609
8973399,8976635,9918827,10191442,9893728
8900323,8954151,7980191,8714668,8995956
10089823,10040475,10004920,10079030,9992931
8954518,8971890,9063760,9986075,9133253
8939195,8960761,9244048,9958030,9886604
10047639,8985046,8969726,8984862,10109021
9140734,10016989,9783371,10081423,10857346
7800515,9015085,9067098,8940392,8115949
9982865,11098584,9886214,9921065,8877094
8411229,7000849,8165168,9086675,10042837
9820540,10888616,9874172,10879211,7992684
9771561,361341,9288383,7990723,25972362
9914862,264231,8934025,9218272,3190063
9162901,2383234,9706450,9833465,11873153
8927375,75872,9057680,10070229,8937283
10978905,57388,9168539,9022625,10027439
8100944,123366,9784767,8948128,7949208
8027288,126907,8221420,10060967,11066281
10852375,122916,11837058,8888253,7888374
8989921,112846,6934715,8991880,10010862
9034435,114378,10425725,11013527,9956970
8948110,139272,8688224,7902147,8031864
10065661,137417,9919594,11083629,10079913
8920230,105842,9030303,9068040,9003972
9092431,136610,10075874,9928761,9989186
8916466,111209,8869786,10164074,9176440
9986095,110516,9057796,9778392,8912187
8160039,110479,9149684,8986171,9817976
10200791,100531,9835684,10004015,10024248
11597693,136495,8912009,10129824,9209037
6002869,83632,9052449,8933794,9716871
9965146,278273,9256142,9917236,10043671
9134299,120515,11823930,10176004,7949236
9999462,110096,7074517,9835037,11077786
8886042,110362,9210110,9026955,8908951
9091852,112230,10623266,10018545,9995979
8964630,110992,8145634,9895056,9469118
9904100,194892,9870477,8991788,9376328
9091326,150499,8303500,9317516,16039887
8998527,69211,9707014,9730788,11002830
8942415,107193,8900200,9180784,147047
10012088,107842,10022190,9776859,12778845
7945470,108449,8004743,8115866,9110199
11991592,109445,10010139,10273533,11072992
7029200,122165,10022214,8518110,7981905
9298318,167600,8033718,10090073,9914509
9622092,117178,9919871,8047396,10977039
9083280,106324,9038010,10140996,8157007
8975439,107030,9400199,8935688,10981932
10016289,108015,9627289,9858320,9995454
9036664,109007,8921470,8194201,8897879
9037662,110625,9375394,10720964,10930938
8883746,112534,8942207,9088191,8006660
10021818,240931,9704919,9408836,10943753
9020590,105084,9066481,9550580,9027337
9031820,105813,9325166,7981682,10046569
9908682,107120,9562726,11029710,9908918
8949379,117919,9019664,8022436,8965044
9066632,111860,9379852,9953598,11137036
9165109,110660,8892243,8939922,7918863
9800993,111314,9982839,10138874,11094192
9089932,136625,9816291,5651604,8859582
8913353,74505,8066321,12355423,10103146
10018948,106906,9916819,8845534,9982043
8384258,111872,9247529,8984828,8017227
9578254,107966,8885047,9676596,12255530
9367232,99618,9318552,8878025,8663412
9058249,111862,8726877,9444385,9895804
9598500,112342,9085657,10027777,9283146
9050807,110529,24661254,9954868,10741812
9169747,251865,3940533,10133953,8093871
8872607,147300,11113312,8928889,10886773
24051592,138504,8929147,10140748,9103639
4898428,108640,9997567,9862753,9942254
9912470,108898,8004422,10162534,8885174
9040331,110032,9985188,9849944,11131866
10035388,110661,8960752,8983312,8872801
8953425,122915,9399597,10045080,10294584
9017189,116897,9684371,9931401,8943737
9955222,130501,8894598,10006512,10802641
8289341,106996,9052304,9963898,9033856
10051204,107497,9372600,8085221,10075673
8921159,108198,9678580,9880667,8898698
9089344,108760,8965095,9093419,9900549
9012132,115692,9141359,10985105,9957762
10592015,101173,9805927,8308107,9990603
8011147,240633,9004303,9591546,7370279
10225940,105741,8927982,10066024,11766976
8963359,106795,9550551,9961057,9084404
9811082,107003,9739197,9237182,9887173
8325625,108061,2855582,8728968,9833523
9799506,112044,4866094,8930788,9021966
9868394,112570,11027494,10284618,10223132
7976571,135847,9018443,8862257,8958788
10228243,156061,10966026,9817108,10200877
9187654,133230,8067084,8351696,8759457
9612516,106766,10981069,10056988,9950572
8522375,117132,10019073,8912050,7892170
9703398,109031,8222710,9712096,11014299
9750537,109912,10823264,9026035,7988303
8461878,110322,8863489,2074891,7918397
9644389,111481,9208200,5875173,10070655
9955984,240326,9818234,10009043,11031901
7950963,106539,629575,9083041,7955033
10094125,96274,6560733,10014077,10176654
9081075,108696,14937020,9004761,8914916
9155075,109746,4204528,8880364,9051540
9645456,109112,7801157,9029738,11063458
9044451,112986,12877139,10016371,8860808
9012855,110870,8038017,8978960,9988232
9954204,292545,9917537,9168509,9868680
10230651,135826,9024564,9081608,7983093
7744758,122514,9956503,10793629,10966757
10064857,80806,8050169,9006885,9064311
9021927,76650,9959613,9987338,8936008
8888339,111571,8984328,9059027,9000266
10128213,110313,9075270,11986802,10036512
8032828,117900,9920255,7899433,9041379
9849709,137458,8184293,11011390,9893520
9022122,138631,10115877,8077295,7972186
9058545,106080,9059028,13054219,11036613
9900071,107697,8960474,6949277,935282
8335693,108069,9737545,10891564,703634
10880362,108621,9146250,9088720,2372247
8914934,117145,9796274,8849093,12891363
8843356,113558,8126683,10355111,8018875
2063453,240768,10133952,9660066,10065355
4943102,105719,9812243,9980272,10861767
10977838,105822,8996778,8991092,8039877
8108142,107704,9044069,10088659,9923008
9932056,108532,9954647,9123350,10091097
8975509,121609,10000817,9795175,10020273
9045850,110504,7960310,9496480,9965597
9896591,100282,10047866,8577328,9858292
9143737,142004,9980025,10027635,8080879
8854028,76664,8027705,8966609,10102780
10078511,1100043,9966358,10007695,10825869
8480393,107650,8941008,8935251,8124223
9641043,141036,8996276,9083828,10084625
9884365,109168,9998086,9930120,10038620
8298256,116803,8251219,9164384,8828487
9647514,113123,9779373,8849980,8995732
9125148,102869,9355999,10018369,7977821
9895721,137022,9679538,9998175,10995707
8514444,238750,8158783,9247381,9070349
9476232,128329,9891331,10108677,9838432
8959159,109104,8964279,9626014,11174698
10020976,108777,9904777,8961910,7944107
8014986,133110,8961221,11092015,11063037
10113188,115448,9075147,8907423,8766521
9043322,240511,9941730,10083815,10086907
9187149,157054,8237351,9078310,9002942
9669974,84078,9808988,10890124,9876490
8969507,130600,9239688,8913871,7992254
10030258,130558,9112924,10081392,11119244
8258489,132781,10570775,8914474,9085490
9816487,135278,6906693,11072490,8954136
10008583,551385,11235087,10044171,9922079
7861585,115930,7881184,7929531,9969002
10200189,117276,10950816,10995469,9919344
469461,97641,7060311,9008453,9019800
7390110,136006,11000521,9101100,10976235
10998482,163467,9022484,24983239,8048191
8952734,227451,8933201,3812635,8973646
9998770,128726,9105464,11038721,10942862
10189246,108724,8785938,7951925,9001822
10912767,113470,8188488,9983270,8143112
128859,110678,13906291,9118356,8941795
4940928,114162,6076755,9213773,11068793
12368336,136741,10025829,9769677,7949626
7772363,567782,8042653,9944796,9908224
24663991,120215,10759531,9912691,10108445
6010839,120430,9103869,8953951,9997321
10049923,139817,8283222,9193245,8802996
8895293,71471,9767194,11829716,11067181
10113442,151725,9923114,7406026,8928092
9063561,106736,7968117,1022037,10063628
9914045,113964,9942206,461475,9056039
7940156,108487,9227945,5131023,9902208
10197954,109446,9880940,13276120,9057807
9168465,117328,8197243,8706805,9133562
9587131,111334,9782480,9017946,9903855
9120645,240218,8905606,11024924,906921
9954358,140663,9162243,8143734,6061505
9999536,130463,9781550,11900831,9886579
10435087,132164,9009917,7085950,3126926
9660188,132334,9041168,11878576,1113312
8845277,136700,8926208,9139164,2026486
10024451,362291,11089136,8812207,11961789
8978214,72399,7934847,11048943,9044641
10995730,117382,10196047,8914809,8555931
8996394,107462,8817780,10127209,10111699
10130183,123600,8049183,8896578,11111830
9865673,110344,9889707,10257398,9899925
9124733,110632,10122556,9769290,9015738
11174056,112046,8947868,9967368,9963498
9005763,136779,8151817,9980256,10131848
10704625,69145,10805385,8961717,8819698
8020504,128041,8000859,11136664,8944894
11087852,130388,9956221,8863037,11017771
8135467,131238,8491814,9023200,9029017
11861992,132942,10519888,7897312,8907877
8950436,150190,9055015,10019211,9983352
9016555,136901,10016776,9350644,9676445
11008753,137658,9262849,9701431,11272644
8926507,166489,10726884,9357793,7356220
9036790,128931,8971459,9615428,10952098
10973293,90743,9021589,8261193,9815732
8987459,107902,10987167,9722591,11094823
10060619,109243,8933725,9280582,9840843
9891934,109095,9945842,8959815,8083283
9069821,110173,9051601,9910853,9128870
10017489,166291,10034688,9857080,11832870
10913351,111343,8986819,7953932,7962640
8058236,105366,8985885,10127778,10963509
10873168,106276,9983922,8949148,9126068
10101521,106910,8131648,10113228,8896375
9072346,107772,10923997,9805303,10049222
9206783,108118,8973762,8972708,9894895
10714242,112828,7923035,9999214,9967733
9011262,115298,10388324,2134504,9290437
9898368,127271,9041854,4145566,9775230
8902238,121633,8832494,10736937,8010585
4022853,105438,9785736,9236189,10962069
4053063,106393,8946615,10847864,8049966
11212314,106630,10068768,8977427,9970485
9861272,117910,7970118,7941703,7880119
8973647,109238,10001639,9273822,11268533
10852864,110262,8974961,9655851,7788883
9019775,115212,9471765,8450631,10186146
8992480,78928,8750012,9876542,10977374
11183327,133448,9932583,8768084,7832058
7869852,105087,8947760,9966379,12058988
10933484,128203,10130686,8969230,8004001
9041584,108236,8841187,9039934,9892075
9896042,110784,9891991,9917568,8205204
10242628,100878,8987239,8176135,11892867
9786985,110703,9095324,10905118,7874310
10127882,115089,10235015,8967116,10990244
8939716,80841,8972723,9267416,9027673
8973361,245521,9178629,10776439,8929798
11062611,114632,9610208,6912762,9163078
9954414,108172,8970194,13091902,9910251
8943138,109000,9386873,5903492,7919926
9925401,110826,9585158,11010221,11024369
9042102,109902,10903343,8024406,7983378
11060715,278612,8220187,10056440,9135500
8872279,82053,234742,8282609,9777214
10176150,44791,6614277,11816445,9078866
9756200,105842,10346589,6815318,9854382
9169053,106642,9661517,11153851,8082405
10874382,109850,11069286,6881499,10951659
7940547,108362,8243374,10045226,8047528
10148761,109398,9918366,10105471,10039808
11870219,126308,5845953,6907764,8918657
7141167,123560,2014475,10884067,9121644
11022091,131785,10923729,9107342,9152280
8940427,105852,9421687,10146921,10794427
10921601,106471,9648906,7860378,8063373
8141009,107502,10045030,9005719,9801961
10813292,108070,9826684,11813396,8162703
10047580,109668,9173906,6971702,10092643
9024562,110938,10890376,11078174,8875376
9550629,115854,10046282,7931411,8888412
10404058,100593,7514413,9976526,10056285
9049758,127014,14517257,9065245,8007136
11101041,217867,6031493,8980403,11855750
8037241,199231,9823424,9956827,7305131
10867968,203884,10287509,8258998,11700188
8950539,240997,9799395,9789757,6045964
10058102,138588,8996379,10076945,14117630
9969549,105991,8891265,7895950,4992230
9926699,160811,9006557,11061738,11926167
9060273,110566,1061741,8942425,6925072
10020867,98532,6981276,10048837,10003555
9974050,111182,9939856,9957051,9146588
9880525,111203,8997983,9252537,9813798
9073310,135915,10313199,9703697,10005313
9103551,227186,8691387,9995955,8981100
11882802,120009,9566505,10011724,9010777
9016682,108780,9459622,9027940,10194087
8939118,108205,8992604,9907745,7819102
10108080,108741,10393673,9012932,8870308
8757830,114155,8572801,10038232,11139992
11088951,268362,10008263,9058349,8009546
8962789,130482,8061646,8893744,10040164
9943747,41441,9255471,9285487,7897068
11013161,106143,9747810,10925675,10986913
7983715,106813,9124174,7817287,8939524
10005639,107670,8967419,9013488,9182307
10138933,108245,9221103,9958149,8738469
9948819,119967,9657049,8182560,9159764
10033157,115108,8965440,10858202,8977855
8885946,118625,9948365,8938525,10083018
10035893,132681,8284561,8017847,10907777
9865583,106116,10004907,10121891,10081455
10197737,107122,9729700,9964064,5909867
9059872,107629,7994046,8966006,9962762
9754126,114963,1073215,8219660,9885859
10991681,109380,7948605,10736814,7397786
8052767,111366,8994177,8322867,11579744
9970135,115646,9948220,9923383,8036420
10036433,75560,8954305,8944504,9030895
9952757,134125,9290739,9994522,10074873
9130296,105656,10732959,9163723,8899344
1094368,106074,9031473,8950456,9975431
7656512,104970,117789,10057718,8101125
8068728,108954,6918634,9629403,10804395
214742,110527,12954383,8322342,8068453
180204,109993,7980442,10016118,9941186
7581120,141122,10016008,9178798,8022269
11963996,169232,10012486,10581996,10077836
7050724,205017,3056371,8038582,8850255
11185155,1999321,970909,9949524,9001346
7777443,10635410,1930951,9016365,11115339
11136452,9270306,2990388,11036355,7982194
8863062,9807638,217507,7053517,9985711
11123746,8923400,4829494,9761492,9017358
8008343,10017218,12016427,10056606,9948757
10908018,8969263,7975745,8310367,6936583
11942783,9363561,11122646,9718116,10928553
6102507,9704184,9384274,9173188,1064876
10785003,8954898,9498429,9776051,1145916
8019083,9087460,10014593,9054756,2154418
9983709,9906599,8321373,8910129,12025224
11056882,8221944,10632409,9231656,8615845
7987679,10847260,9000061,9834507,8915025
9953786,8915529,9154388,8996047,10428090
11265467,10170193,8839749,9906226,9722038
8749747,8923754,9995314,8115657,9001631
9937515,9957451,7994777,6926130,10146320
10086452,9104395,11048153,13033154,7926691
9279236,8870157,9001563,8021287,8782629
8982025,9077063,7978824,10028371,10952238
793400,10097361,10908785,8838460,7087350
6916143,7773324,8073183,9139435,10947257
12960588,9335693,10027881,8836385,8366728
7991594,9666205,8101075,10117181,10572459
9988478,9195622,10888831,10017263,7017615
11049503,10985908,7901230,7979272,12021086
160748,8885674,10053800,9939607,7064682
6742928,8133065,8975385,9044662,10016811
10067079,10863409,8992376,8872482,8828513
990568,7014606,10000914,10171057,10179679
7000245,10964872,8957917,7974078,8904691
9026427,8968251,9301071,9914302,9951537
9904615,8199068,9793706,10041055,7951084
9068288,10221254,8990569,8919623,11248296
9954167,9643129,9956447,9072861,777874
9016979,7869347,1958950,8914827,3970463
9991027,9536885,155560,9060620,3041098
8000378,9580082,2826294,9902347,1099041
9975824,8979452,13141376,9106438,274802
164513,9992716,1970989,8919158,1569906
7802458,8212816,1049679,8980135,14086019
8987732,11765950,661990,8972293,5902022
10083692,6912843,235407,7805860,10967116
8841769,9440719,373219,13364632,8028906
10935861,9595106,1656046,6825617,10979390
9184921,9088554,474769,8980343,9060223
8920911,2993436,466283,11020988,8975730
1217106,1844203,127631,7944365,9014241
7592213,154726,12933453,11000449,8889935
10021530,114368,83374,9270269,11187021
11139862,82607,168236,9724082,8869745
6973735,114728,470104,10043431,9099061
11065812,109466,124212,8977653,11047084
7950700,110158,1336697,10290477,8974352
1206261,110962,12648510,8982718,9822995
4990182,106213,8092605,9161453,9138102
15711085,120148,10987133,9574166,10993952
5107011,123155,7999285,9054108,10016866
11770751,105739,9369115,9935883,8903871
9102102,107620,9648376,8353574,10985154
9025102,107970,9298423,10601984,7996574
10925068,6957487,8952844,8345637,10819364
8980853,7705907,10051294,427016,8249646
10049050,102975,10821087,7281520,10807700
9920542,121390,9030942,10946513,9088271
9962715,69296,8851524,9061523,8922081
9190496,109886,7701121,8995670,12089532
10032104,110703,14257269,8999584,7953488
9949616,113808,6041724,9249084,12124357
9971829,115921,8958195,9698792,7756328
8815144,127377,10014060,8952122,9123567
10019078,113754,11976634,10090799,10923388
9149157,110709,7079482,9442276,8024527
10886893,108027,2094676,9941796,11941715
9086621,108343,6775318,9589971,7912481
9854926,124075,10375644,10101499,10015650
9863717,110861,9612266,9928923,9028724
9043855,114402,9994049,8897933,8869041
10925187,137305,8992132,11066461,11043061
8184021,60351,11079215,7938533,8080159
11031291,488804,8181443,11090602,11041982
8981549,119083,10882702,8323091,9949080
10984548,118349,8895303,10604757,8916468
7866457,212599,10109345,8431987,10978635
12047887,104871,9811283,9552827,1024400
7925298,106075,10028878,9951121,6090828
9938265,106662,8999817,8097691,10822798
10038271,107777,10110545,10035191,8286659
9016832,108399,9804666,9895585,9114124
10926162,111849,9016947,8360195,28654713
8009865,172739,9174122,9561870,412369
11985095,164408,9801398,9171782,13786871
7988692,72741,11161970,9919086,8889438
11092394,210151,8902179,8965388,8878222
8923475,117281,8083055,9994060,11084907
10124566,109145,10902247,8300273,8894263
8863237,108956,8913205,9912710,9983318
9898318,109467,9972571,8926201,9086981
9346563,113171,10039336,9335577,10861969
9725250,263856,7961420,9528966,7972409
10075180,482003,9202137,10001352,10095107
7939039,118164,9782112,7993923,8966128
10008123,121077,8327862,9983382,11279199
10913785,249305,9871601,9008254,8782674
7978868,98034,7972674,8994773,9939648
11056751,74672,10779844,9972286,9012355
9937268,114801,10123758,8385462,11033136
8089481,111412,7889090,9792861,9901526
11052033,98861,11142102,9359157,9036944
8931004,109229,7900266,9451730,9932435
9990831,113828,10368239,9000645,9133769
9936372,115997,8686847,9083969,10924251
10004319,121537,8095200,9964964,8130736
8927110,122026,10818111,8033946,10994559
10951947,106169,8195475,10121569,8777148
8034893,107095,10847455,9073815,10958192
11178795,107725,8095898,11748421,8111111
9916702,130164,8901100,9196037,10868057
8837519,96769,9908660,8887703,8072948
9180057,113316,8019241,10222323,10890600
11027013,264711,10258476,7914671,9000001
8912483,84048,9815789,10854170,9942185
10036076,63014,8933488,8942708,10013421
8912985,106711,9982957,10005828,9072203
11077353,107824,9209531,9950221,9901757
9952186,108211,9874018,9004406,10080128
9014217,109045,8844936,10981671,10047189
8864485,113963,9086828,7963768,8900304
11182279,115867,10969537,11013771,9961016
8723923,77135,8968641,9033631,11208545
9172546,79623,10093572,9987891,8811160
10905567,102227,9122311,9103555,8987309
9121222,118822,10890927,11999181,11069737
10749059,108621,8112810,8933800,9121725
7153295,110164,10708650,8282236,9775668
11020122,110336,9127642,9734823,8977340
9060889,112821,7994332,9972674,11016482
8865446,103119,10871428,9088414,7953533
9005373,138397,8247354,7563874,12086469
8977869,74879,9764867,13403104,8045872
10923595,106482,9020730,5995825,10836030
10035741,106247,10183885,12059419,8209939
8028442,106952,8935786,118010,10896114
10929065,115755,10846262,2817650,8963004
10098813,111685,9082913,904169,11053368
8958676,111012,8966057,202838,8044828
8062792,110229,9968186,11958021,10912213
14023966,162023,8975782,8870296,8938056
5835685,65617,9050584,10948602,9975671
12196296,105658,10915105,8030955,9232331
7878871,105902,8993541,12068488,10959219
11065576,106448,9963589,7891787,9938349
10020919,106996,9117921,8992012,9989482
7894947,108402,10949679,11131834,7914449
10931808,111289,8179507,7937862,11052779
6941692,112693,11263040,8916854,10068950
11147179,115212,9616817,10963535,7800753
7835467,282481,7921307,9052128,10110746
11023588,114014,11385372,10063936,8865592
7998959,106653,8685180,8916016,10011445
10155202,109649,10001953,11049328,9098783
10825262,112768,9148613,7884170,9161727
10157287,112704,8311279,11072645,9695871
8880458,122044,10768826,10029224,9104812
9938636,785184,3853795,9023798,8849036
9164862,118971,1739623,8898127,9129763
10904613,114659,11187680,11089166,9191584
7972665,64066,9880560,7951523,9829075
10116513,71653,8924058,9974167,10106388
9797082,110060,8219458,8017091,7761412
8058339,120342,10998679,8961720,10980701
11098567,109207,8875616,12012515,8335474
8899640,110356,8882274,8052093,9645004
9059655,108288,9184671,9058054,8089667
10875688,110568,9839586,9858310,10024795
8012631,99155,8410344,9106420,9025131
12087638,145545,9771624,8873405,8987064
7903760,5206024,9260210,8298282,14932076
11025274,10825504,8854913,9647999,2013934
8953557,9041447,9965543,9180331,12936366
9989155,9266751,9107360,10923070,7131090
8981103,9720302,8861029,7926706,8933425
10102857,9225931,9840748,10072676,25867211
8886767,9734090,9061668,8125081,1124934
10155348,8224037,9405815,10881911,12928454
8843668,9891431,9513245,8001902,8086895
10114920,9236727,8954768,9946613,10270467
8952832,8994528,9205431,8975383,8563038
6184139,9887690,9764678,9065215,9947697
15633821,8761333,9034957,10050789,9061449
7101190,10054393,8971419,8841697,8030729
10048386,7968164,9334495,9097486,10043315
8945168,2050852,9664539,9971558,10014312
12098494,6919918,9058233,8334710,8093773
7932418,10001996,9157502,9571069,9850693
10017736,9041045,9796445,10106520,9033614
9879363,8997706,8336554,8878684,9850955
10018976,10017261,9892080,9052833,11123076
9029389,8327023,9198750,9038562,5793234
9881399,9721275,8949959,10915684,11051142
10086512,9927667,9620169,6990819,9218262
9910180,9059513,9123141,9021997,8963639
8905139,9395108,9282319,9981871,8972074
9236478,8871612,9086644,9934172,8865973
11010058,8641248,9460313,8159616,10149478
8761543,24019269,9266730,9840736,8886407
10239385,4982254,9728737,9032244,8901437
9832863,10029303,9255698,9105480,217377
9970704,10020582,344376,9818455,865462
9002830,8253449,197796,9019941,501220
10183311,208960,5276033,10128067,2576958
8779562,80641,11972627,7982678,12832361
12031653,134029,8050312,9862840,9031481
7184104,143389,12100979,9993459,8067699
10993979,102591,5848055,8052425,11017693
9787539,134626,10099871,10046550,8046058
9085016,109381,9838249,9986757,8854650
11021775,109666,9547448,8884305,10160421
8883411,109579,9867904,10037563,8745897
9064169,110097,10015704,9161367,9127828
10959566,111601,9701684,9821385,10022446
9065417,111363,9083626,8040351,8896494
9902305,207647,10016347,9933255,8913851
9089085,188677,11840594,9070461,9014154
10849266,115622,7177332,9904425,11097820
10133493,111025,10808140,7988721,8014582
7790811,113832,10073168,10235873,9912875
12205335,109593,8958857,9061078,8858540
7940654,109888,9931327,9745086,9213627
11161950,110808,10218084,8406781,8830545
8732047,145685,10149577,9679589,8971815
9105257,134918,9679427,9966882,10098985
10895923,106664,7898645,9983320,9030224
8956570,107180,11360060,7291157,8890214
10070615,107907,9665119,9752946,8938134
8963351,109324,8393039,9882060,11124332
11139098,111339,9643004,8224692,8100230
8808556,147166,9012026,9988434,10914038
10996052,154629,10025939,9131571,6849522
7996706,137108,9980058,10728057,11115748
8237100,107203,8953729,8059435,7985650
3831884,107951,9228554,9243474,11045432
5889398,107874,9764814,9608949,7894194
11015895,115788,9076291,10154040,11054858
9999651,79243,9227503,7860242,8111535
8999932,111998,10915943,9226032,8837697
10953302,115410,6959134,9737145,8954425
195971,122867,10793149,9106516,9946520
512124,120966,9020773,9081330,7970446
3328711,105609,7908444,9896550,9995880
13897576,106221,10238477,8988098,9095113
9152814,116712,11869577,8991408,9820763
9047732,98417,6211598,10002598,9154143
9792395,110353,10671407,9047522,9988029
10337913,109975,10018817,9900924,9061568
8724505,196904,9162027,7951888,8947189
10074504,114999,10065945,10017278,9148527
9981402,108478,9947491,8426055,9857355
10065273,106924,9410474,9731609,10176464
9028352,108080,9551262,9776404,7638413
10719477,108522,10191794,8019593,11090589
9076416,109174,7702145,10097237,8119442
8983883,100672,13423823,9290632,10894304
10154329,112456,7544409,674606,7906574
11021606,415774,75461,5993567,8973497
8772981,119548,7886270,11955107,9937501
9108767,87075,9966675,8029109,8040259
10939902,110519,9018570,8922213,11099799
8972209,110748,9298757,10023666,7963542
9043783,110796,9726221,9083377,10185913
10915990,324825,9960394,8923322,8949680
9000573,67656,9062961,9195532,9841040
9882648,128903,9249650,9814573,8915702
9262443,149907,9101901,8943756,8222064
10716062,115030,9628330,9021808,10822418
8285477,111510,9206786,10023165,7976009
10808529,111090,9772016,8129261,9920618
9977233,146577,7985377,10852516,7039198
8919949,158118,10238729,8005122,12056172
10095336,106325,9065789,9958106,8038200
9875947,113985,9707855,8575863,9220553
10122399,107543,8178796,9680823,11599839
9306874,108247,10039064,9278477,6003777
9687971,108870,9175848,8842083,12188922
10143483,109835,9034559,9621724,8872244
9703423,145575,9592687,9369212,9155183
9026930,89845,8948910,9051085,7801609
11026871,107739,10015735,9573627,10974405
7905570,106081,8156116,9130616,9192308
11136018,107030,10032450,9024847,8920383
9988777,365935,9142652,9869249,8950156
980092,137657,9685340,8556217,9897949
4223644,221554,8976977,10493493,8898346
13738747,110315,8967803,8380124,9027784
8965992,107451,10011499,9646861,10011020
8914966,127964,8022749,77393,9102276
10089373,112875,10089243,7846478,7930549
10005916,111272,9408184,9148910,12049301
8986293,112421,8728313,9896578,6864867
11094088,125043,9796297,8994209,10033893
7056255,85912,8990004,10006550,8161784
12861671,184450,9996045,7953459,26753571
7849084,108887,8196016,9337253,1051837
9982435,112975,9719778,9622818,10954421
10114610,108973,10056967,9276974,9025608
8867139,118492,7974961,8945869,8915371
12097573,112896,9970089,9799771,11217580
7065916,117661,9142115,8956093,7765398
10966805,335411,9163109,9006331,9083644
9941733,66585,9704287,10076924,9935106
8964304,134680,8476437,8370867,9450772
10992189,145868,9708515,9650117,8706855
7136984,113258,9799031,9454320,8880135
11808470,112056,8254298,9522539,9862946
9971057,241331,10818987,11987802,10133711
8941685,99269,7982529,6076064,7878490
9060644,107886,10070741,10041396,11220484
11007091,108463,9278480,10265984,6743017
8937003,108812,9687437,8589689,10215096
9976628,111821,7920747,10997863,9066119
9009850,109897,10052873,6995177,10856030
10234948,230746,8983381,10143750,7875019
9834150,206540,9936290,9843465,9987180
10943777,170274,8040477,8176847,8371755
7064571,168003,10967520,9906338,10791699
11843671,172204,8063941,9064664,7901318
9243841,172831,9412772,9899497,10892858
9851121,198809,9641799,8997743,8157946
9027826,155510,9988203,8917664,8958851
9042412,152830,9140517,9061064,8880051
12039794,145500,8859568,9964893,10073779
7882962,142890,10163262,9946897,8945766
11014459,145685,8766685,8030241,8953014
7880150,177131,9083541,10030950,10083030
11025545,89806,10019361,7936900,8974404
10034554,351340,9992004,11075603,10228517
9048941,165967,6902454,7959020,8694904
8251410,136167,10944879,23115899,9277078
15649366,150732,9085801,4840720,10047830
3938255,105422,8937512,10144518,8805254
11109049,155638,9081365,10038451,8992092
10005143,194270,8891170,9797287,9747185
8966774,186465,11039371,6939975,8010163
10967756,171351,6936842,10246999,10077371
9059906,149273,12015043,9785592,8916380
9956613,298379,566738,8006000,9080941
8929645,115272,3861559,9922565,11005575
12084692,162130,12760983,9034284,7168956
7087090,154712,7919682,8976639,10719988
11795077,688749,8933746,9993219,8179067
8037143,168609,9035347,8105892,9847515
10047052,164501,9916928,12018613,9122916
10000235,168681,9090254,7063407,2938369
9918025,205683,9132775,10855272,4052622
9007885,189238,9747512,7968666,11805375
9905149,151600,10017118,9984230,7003467
9949960,153909,8065766,10048928,11039820
9053943,146065,10950714,7971195,8014440
11039312,145567,6966633,10083679,10118853
8982187,257356,11606021,8915746,9070227
9983605,133198,7400633,9043073,9729084
9976511,232236,9974447,9258229,8201833
8969506,201302,9221502,9741820,9790401
11149326,166995,8992622,9092518,8960845
7904793,166766,9825741,9820930,10881900
11079808,315110,8942326,8239235,7140103
7924989,238538,8951187,9758928,9974723
12027838,245246,10030222,9271838,11172558
8845284,201229,7909534,9773232,7863736
9046597,210189,11117271,9043523,9965801
10965548,158987,8167617,8949647,8965581
10031137,166628,9889395,8861533,8985477
8092956,160533,9915442,9111581,9022993
11136910,147882,8034757,8891070,9049653
8875307,182293,9158183,10009287,9988351
10953583,167809,9772041,7984539,8987514
7919073,150031,9167628,10256962,9164455
10939643,151794,9887575,9061434,8008624
8983619,152232,7924302,9142443,21962846
10002772,154208,10913394,9570455,6831911
9048747,369060,8048757,8971118,10914416
11060043,142191,8990522,10017177,9078625
8813056,167840,10030151,8008965,8974033
10215088,164094,9060792,9997861,9830308
9737609,184541,8865748,9452505,9070265
8956169,192419,9040170,8619304,8881509
9039514,186220,9933816,9927048,9948268
11148562,171944,8186778,8954468,8046355
9067689,175113,9895504,9021231,9975315
10753868,180628,9968568,10989890,8235886
10012134,208656,8002790,9077975,9754033
7208762,236352,9957895,7867997,9078904
12790718,169035,9067546,9058396,9960817
7953125,171303,9891492,12109319,9995110
10018403,175209,8030084,6842778,8938329
9903592,202949,12969927,9988933,8102145
8446182,128353,5200927,8427976,11077499
11613773,163146,10242992,9531155,7804796
8947320,167776,9620526,9020921,10071737
10040474,167762,8975934,8963585,9023345
9047484,163087,9932558,10109499,8889829
10235488,209036,9071337,8957738,9135191
9590594,117226,8840282,9976715,9795659
9148337,165320,10142432,9053876,9120772
9926910,172645,8023066,8931891,9006180
10291560,173519,10951493,10041270,10010149
9682042,177058,8998009,9982506,9881969
8985589,214586,7915390,9037915,8203712
11040405,96818,10186444,9951057,791116
8967474,173029,828219,8007825,1130743
10064173,186071,418619,9982424,4053447
9888912,188255,4013048,9047852,11949164
9151258,182015,12893685,9946763,7785555
10094353,401304,6625257,8355698,10176229
