CPU Low (ns)	CPU Medium (ns)	CPU High (ns)	CPU Medium & Memory Intensity (ns)	CPU High & Memory Intensity (ns)
10035744	11003619	8594598	10006457	10863892
8780849	8162079	9296728	8980844	7019181
9191506	9844258	12078788	9142064	10943304
9917727	8993681	7012651	10850341	9067783
9126585	10026637	10953274	7186800	10028113
9999472	8237166	9633278	11200527	9011858
9711855	10828119	9308591	8096267	11216589
10326035	7907105	9997140	10093726	8756271
7889660	8957432	10106410	8525328	10250447
13167607	10056070	7908858	9931687	8944166
6908373	9057008	10034401	11004613	9928323
12943373	9252839	9617060	7986112	8864179
7058900	9728868	8332384	9386176	9976797
9057159	7984668	10123597	8985236	9092913
9935469	10954321	8891374	9638162	8960771
9693253	8065617	9054916	9396439	9916194
8506675	9926746	10067957	9682569	8094977
9750278	9031596	8938438	8913701	11005084
8986584	9014129	2044224	10944482	8301455
10067377	10039140	5973326	8259403	10606890
8966997	8311219	9632120	11881322	9071085
8960624	9742434	10413259	7972683	8937708
10023310	9879640	7454467	9242309	9974884
8973152	7998988	11158429	11181824	7976466
9074187	10165668	7277737	7918951	11236722
9046358	8884941	10642649	10658740	9067818
10627291	9109705	10071727	7054320	9160504
8308629	9856584	9024486	11834001	9596680
11993856	8979510	8247376	8025648	11116066
6688504	9305596	10075836	10144166	9016376
9265616	9547978	8756902	8038398	7965724
11007719	9196478	9819995	61259617	12031661
9077986	8990545	9014187	14650127	7910699
7894408	10026590	9427549	6853339	10007696
11130974	8031530	9485388	10033007	8371193
6970787	10925175	8457513	10025577	9829017
10989750	7973707	10014100	8476038	9861331
8942159	9996767	9633517	10999151	8944745
8040517	8027355	8333359	8980224	10104715
11025827	10969272	9062417	9929194	9001059
7914910	8089814	10955496	8665025	9941362
11028843	9935210	8585869	9020070	9066855
7833925	8983731	9064060	9007371	8912089
11194367	9003237	9436557	5375748	9982437
7005850	9849448	9613578	1541976	8999467
10029159	9179033	9004804	13093263	10012311
951155	8005079	8927619	8839538	9120516
6964941	51852426	10004178	9030744	9031542
9264784	9120228	8061971	10014169	11980741
10707458	9017842	11288794	10058675	7952957
7095962	8942021	8059354	9372946	9763107
51953828	10038916	8947947	9660098	9191618
9054430	9025712	9569578	10411913	10925526
9018276	10231666	9455626	8687785	8018707
9928633	9774383	8956298	10833823	9987449
8024204	9180704	8777099	8993262	9968597
9970230	10060976	11297216	9049662	7954585
9023540	9844501	60662548	9965966	10103038
8773880	9864530	8245969	9359836	8268897
10255653	9076202	10574113	9123605	11668996
9023859	11904297	9069403	8931518	6994007
8892128	9007554	9456511	9610793	10069233
9036746	10043782	8983763	9373783	11199906
9076936	10019913	8963006	11158098	7847846
9659456	9012868	10562024	8515874	8982822
9278499	9990355	7978660	9026217	9871637
8752053	11115220	10107235	8890391	9071456
10210641	6914054	8906789	10414494	9026223
8030424	11918614	9410227	9550332	10987141
10032508	8988628	9670325	10148156	9184575
8886472	10055351	8974723	8889038	62786291
10064747	9070401	8955142	10027668	8233228
8739383	9881711	9484150	9349883	10646350
9289689	10083997	9578340	9603395	8117089
8910894	7979467	8386017	8952865	10050905
10032872	12118439	10613480	9477434	9932149
9039147	7955644	8400307	8697459	21952299
8976839	9862908	9004540	9955868	6107661
9040505	10096272	9964482	10893066	9871179
10001607	9912948	8859650	7119500	9107471
9771838	10019126	9702034	10836349	10016118
8230770	9134346	9087315	9181017	8014342
9726837	9891435	9399132	9293774	11177581
9284497	7924028	9572322	10041586	8960485
8663143	12199852	8373961	9621341	9991394
10349169	6965257	10603612	8002834	9791949
8686817	11894961	9478962	12044098	9017880
9248955	8966658	9913192	7000833	7230664
9053306	8082809	9550900	11345541	15802401
9038797	11013472	10067933	7554198	5256462
9929568	8956329	9355112	12060176	10793100
9930452	10004585	10015354	7970665	8865555
7068752	10012786	9659998	10142025	9069996
12000547	11019474	8927097	10850226	9084056
8042474	8915667	11107748	8463049	9924758
10020143	10038357	9033900	9597512	9941659
7918230	8806432	9288405	9390279	9112530
10737982	9229428	9057811	10049437	8980640
8282026	11007658	9680888	8448029	10006400
10024202	10090183	7812172	9131697	7853738
9085253	8922351	9420513	9065410	10111970
9598625	10891425	10064424	10235870	10019475
10296906	9034653	8606828	8737078	7997093
7986417	9952633	9142139	10298080	11980678
10057909	9110043	9784209	9077704	8118219
8963936	10138484	8441012	9990687	11910837
10010848	9846428	10560397	8873883	6008335
8886025	9051742	8461480	9995193	10961831
10814488	9949516	10004099	9125523	7325452
9279828	9896890	8999145	9767970	9675118
10007423	9375310	10501709	11262435	10216427
9013106	11822913	7312929	8392449	8771848
10667004	6813112	10760780	10191331	9010892
9325117	12123508	9404429	9415628	10049431
9951922	8021226	9954512	8473371	9115567
8717857	11002106	11775891	10004227	8962453
10126725	8954221	7019010	8995032	9834700
10174091	9965181	11045560	10130317	10075736
8788762	9017485	10807734	8976216	8065627
13372200	10030272	9034034	8906188	10008504
6833025	10019544	8951841	9936083	8883594
10010071	7952630	11055305	10135172	9134945
9057294	10056233	8363384	62313690	9882559
8956365	8911551	11049644	7691889	7997979
11118230	8982507	9694679	9457807	9964958
6910285	10020660	9304795	14481956	10184276
11987530	8002790	9579859	5436355	7907134
7059533	12056980	9095411	10988917	10070104
10010152	6965372	11316517	9622792	8878737
8944431	10896859	8648950	8897708	10029692
9932882	8058461	11051469	9440437	9941171
10011000	10049165	8066602	9090989	9032471
10006099	9048701	9835819	9973820	9051960
9036394	8897533	10415934	9015738	9819865
10041315	9992217	9060080	3965347	9060551
8978121	9007497	9881454	2512383	10331457
9969435	72034413	10691243	12422368	9762336
9061764	8171215	8424355	8149020	9267566
8983171	9765392	10524431	9708638	10643398
3926526	10045345	9488508	10318219	9002076
2769495	9246527	9926865	7437587	9222979
11265863	9981361	9589907	11102129	9814256
9742354	9994851	10054883	8368955	7939268
75262172	9730031	9395326	10048226	11038954
6955293	10062466	9880811	10011874	8041304
10043359	9982375	9658548	8530967	11054940
8964769	9056638	9327052	12026599	8920815
10051625	9881158	64729299	7953556	9079513
9045575	23101882	8406861	8976293	8930325
9916232	4992023	10643765	10937982	9043365
7780251	9937317	8263864	8104988	11017580
10418494	10124861	10668280	11040195	7893156
8937163	7938153	9413319	8433101	10991008
9895045	10010993	9905038	9497317	7162220
7952524	9921591	10128527	9045580	10845071
10130249	8142257	9570543	9267221	9205642
8928902	10964153	10453398	10644099	10835286
9960314	7927942	7732700	7417571	7946501
7992145	10037132	10788375	11541752	10116083
10037405	9017958	10423263	8587505	72056866
8935099	9999705	8920688	8641379	9992360
9055335	8920024	10666393	10797402	8878762
9971045	10000190	8326600	8025258	9938132
9004139	10055112	11024209	9444016	8132465
10082006	9303884	9015172	10658233	10953729
8011424	10485915	9961277	8914008	8895745
10897794	9234019	9141000	8982406	9077417
8068772	9947431	9552533	10230067	10001993
10714270	8989281	10414471	10841724	9013856
9309962	11013942	10010682	9001631	10026331
9978364	7012148	8964890	9977286	9972330
7976109	11951173	10595193	8907605	10011598
11927234	9059411	9359865	10062099	9000247
8129610	9046584	9569544	7096679	9976316
9876602	8926311	9998457	11935016	9315678
9020685	9071636	10069738	7991322	9685498
10971497	11095025	8939429	9910748	8949618
9088740	8895176	8995431	8427655	10060870
8898739	8968785	11448346	10573957	9043853
9010643	9937436	8927530	9072156	15610754
9076635	10069317	10078030	9942279	1414272
9994276	8955090	9519353	8111711	12874158
8951504	10060548	10577473	9914127	7098961
8119303	10007624	8934234	10070742	10879607
10880579	9998205	9924623	7950805	9069837
8295029	9891746	8997640	11910142	9875253
9786729	9154318	10056887	7189405	8143040
8879059	11084423	9045090	13293508	9931653
10088856	7768956	9878507	7606677	8948260
8920074	9334438	9592253	10029242	11109139
9063952	9748515	9380396	9989099	10100927
8993744	9020651	9605945	8894077	7990269
10006773	9894079	7357835	8287700	9899986
8961560	10147018	28075878	10807946	9000174
10012340	9013129	2057946	8357413	10359746
8956623	9828460	11961640	9649726	11697697
9098052	10025514	8995806	9327620	5956699
9626721	8062616	10034198	10735816	10930567
9321085	10977796	7955079	6938911	9084172
10068077	9020406	10995310	11127151	10187478
8970254	6914798	9952043	8859961	9970742
8996715	13165103	9702730	9033681	7979348
10023407	5998220	9020904	10347122	9801754
7978400	10918428	11014916	9064270	10070249
11042807	7963840	8407110	9473317	8899766
7923049	11038291	9610783	9549818	8965764
10018659	8089988	10882852	9993273	9464058
9033306	10045609	8402361	8985826	9606769
8008897	9820805	10037082	10451948	9163624
13075646	8041665	10964695	8328821	10914253
5877804	9938364	8674733	11154957	9050818
8995434	9383477	10291406	8601616	8809653
11017862	9794132	8648757	9388261	10146645
7959613	8796221	9442519	10607246	9845223
10111732	11079918	9483208	51447196	10038759
7864545	8112230	9067536	8911349	9196507
9991490	10854358	9030282	7780765	9017998
8871208	9221099	10029455	11932944	9887038
11160832	9982046	8263337	6926855	10043541
6969541	10854117	9886364	10040477	8984756
10090713	6982701	9806689	8950939	9111589
8919584	13040933	8023270	10941953	9947795
10059425	7972822	11403111	9130846	7857683
8939674	10106384	7699791	9003352	9959741
9051139	9901883	9891584	10333192	9982704
8910044	51905784	9359289	9685601	9090896
10062540	7015715	9111957	12370684	9974609
9142549	10098177	10015091	5984714	9201250
9829749	9046937	9543289	9618455	9750849
9088401	9828371	9402812	11000877	8212968
10993206	9123502	10972028	6905630	10777374
7010318	9873374	9004840	11500738	9038771
9080819	10041485	9054072	8575541	10038034
9909755	7006020	9496289	9414276	9028080
8979518	12023761	9045843	8931592	10928509
50754129	7009080	9349538	9693478	9121511
3274650	11034415	52128536	9922708	9818152
2948290	7992593	7848758	8982666	8094532
11077320	8029836	9624073	8988735	11019007
10970937	15119257	9032412	11112874	9043170
6912138	4957270	9491630	8006027	8003546
10775272	10809026	9584324	9952818	9896924
8220070	7084346	9099180	8853780	9058627
10078891	12040400	9760621	9603810	12137276
9047226	6937656	8068976	10521326	5882574
9958700	8962167	10002123	10071635	11885585
7976370	10070586	9962519	8323444	8036762
9969339	8958252	8532541	10116472	10030859
10129945	9304908	8902235	9922971	8920505
8603173	9665812	10633429	8988119	63187285
8308597	8993056	8431941	10588341	9953612
10000857	8986883	8856328	8921454	8951414
8914364	10034128	10077328	8497636	9902488
10034814	9935263	7930222	10596282	9015762
10026655	8081978	10139954	8479142	10034991
7959103	9944226	8895348	10497491	10007393
10009912	9125448	10627932	8014647	8041777
9042591	9049838	9020750	9950778	9930171
8729624	9920842	9472662	9428067	8998577
10209405	8928787	8963316	10005898	9984976
8755830	9275913	8949688	9095364	10070363
9272425	8963076	8729596	8881456	9118825
8853866	9817160	11310074	9597923	8926858
10119025	8929075	7966483	9434694	10032010
9061536	10037623	9511279	10051109	9970357
8944645	7023349	9612130	10014966	9123883
9789626	15224913	7544946	9510538	11194248
9242096	4686953	10309788	10016873	7585075
9019070	10331093	9537714	9048415	12117644
10014658	10033977	9170246	8959596	7918992
7985913	9806733	9368442	10453090	10000088
11047492	6972094	8754670	8671169	8178628
7913732	11895687	11132234	10812714	10042883
9230142	6984965	8015078	8159881	9757914
9762439	10331393	9603884	9402015	9186069
9004067	8656468	8493089	9426725	8785380
8801129	10126580	9855406	10100845	9019265
10106808	8864666	8654313	8900868	10118597
9140179	9085886	10427150	9589497	9101231
9946882	9080191	9136812	8489372	8882520
9987680	9881109	8887470	9892109	11048037
8973244	8173932	9571530	10464151	8924635
11072320	9852756	8962646	7618623	8943236
8960767	10026558	8080750	10426403	9976485
10023781	7051127	11435427	9923497	9067770
9164374	12176995	7994693	9092440	8068835
10017003	7710296	9604361	10082468	11014657
9853450	10011615	9962858	9567103	4844945
9963667	8997930	7992785	9344193	1061472
8760162	8998562	10403441	10544635	12026235
9220578	9991905	7717625	8353958	10019616
10748508	8199972	10022075	9568248	7898086
8314157	8833986	10175851	9548429	11056730
10029802	9967948	9130620	9987605	8961816
8957368	7991273	8901718	8647506	9952120
9939222	11090595	8975177	8944413	9190571
7008654	7996460	10726963	11042356	8831850
12039821	9992077	8244633	8402464	10994630
8023796	10979617	9095621	9444469	6953663
9096508	6935543	10103751	8985228	11122489
9951381	11039516	9000817	9507110	8990534
8734546	7968575	10533670	10030480	9007181
9931925	9992968	5975464	9528366	9310289
8954766	8056677	12405264	8015240	10868634
9313169	12084631	7597298	11133559	8923031
8948901	7865297	9418096	57899668	8883077
9130388	9139208	9898408	369751	9960678
9922374	9944033	9177153	12588208	8112452
8950037	8878126	8933256	9974010	12047937
9239836	9162857	9880479	9133913	7902077
9761055	9017200	8030492	9297352	10086229
9065872	9819029	11119608	9084153	9942535
8961777	9051569	8879848	9005216	10026145
9252875	9147867	9118513	10533450	7989250
8553828	9984310	9933380	8368714	11067452
10921554	8048777	9098875	10116215	7912755
9326729	9805160	9459609	9490458	10436919
10674951	9154440	8359558	8073768	9394709
9290953	60950634	9655956	6397269	8153823
11073905	8910153	9352032	655563	9867098
7947281	9979280	9135211	11835696	10074566
12084967	9093556	9998840	8970150	9143865
7904381	7996682	8451432	9442685	9236038
9997363	9978328	9407287	10616077	9701870
11059014	8924319	9999011	9021516	8996269
8916559	9125519	7781696	10054781	10997436
10001547	10220520	10808051	9970228	7010897
62009726	8893535	8584906	8060947	10953606
10977036	9806685	60472389	11320597	9082976
8979968	9010052	9380522	7995450	9949184
11083708	7918194	10105450	9664063	8992045
7880811	13130171	7656439	10925206	10088415
11029618	6928369	10906097	7402411	9932249
10042292	10043418	7866592	11093541	8890241
9116802	9029529	10075579	8465402	11093044
8909092	8938308	8346836	9392485	7934200
11015361	10045984	10109951	9727878	10946312
9031677	9022441	9984670	8954906	8048716
11040382	8868529	8968368	9445006	9937184
9018791	9147420	8975326	10029469	9188377
9885076	9834779	9665831	8568847	9851194
8774825	9077644	9086661	10446595	61117477
9280931	8996821	7969633	8922860	8988190
8896251	10022536	11362937	10530461	9038085
10004015	8072436	7931316	8397202	11860690
10108582	10115019	9557417	10600033	8135102
8966985	9757019	8216052	10476404	10043199
9955793	8042096	11221152	7900053	9827583
10072472	10991548	6952089	10085068	9041023
8921494	7969401	12013599	9530473	9971402
10054844	8989589	6844583	9518883	8337626
9940001	10325323	11772389	10042682	10711615
10044284	8858262	7447263	8493653	9970326
9011153	9936114	9557121	8977879	7982020
9921996	8923719	8402946	9965578	10073277
10086510	9055788	9788702	9414074	9140954
9988075	9950497	10308157	10016164	9976285
8990783	7035587	8545828	7671758	9139718
9966677	11909307	9974743	11956806	9826741
9016050	8048398	9012659	6997953	8876498
10048791	10925064	9998651	11423138	10096282
8984272	8014954	8108948	7961297	9114794
9927511	10010977	9879698	10094471	9861759
10122643	7059996	9494368	9473832	6863161
9999102	12984778	9049670	10021969	12225024
8650199	6984227	9555764	9404912	9009859
10299386	11046150	8963291	10017536	8856552
9004989	8257858	9948721	8689980	10069470
8963159	9725515	8932240	11818547	8915403
9004549	9173707	9030056	8052493	10125041
10028630	9790864	10449322	10035776	25799123
8971323	8993435	7605837	8125702	1058307
10052271	9074385	10332471	11279843	12084709
9001349	9995383	8627996	8004790	9835626
8982965	8980278	8315766	10030691	8021818
8943209	8031681	10260213	9048513	10026553
9024925	11192711	11419795	9910343	11169999
10002312	8148797	6376730	9096156	6772745
9011844	9634438	10119877	9434700	10021525
10020012	8916835	9845151	9444997	10045416
7983241	10035351	8657469	8598598	10073291
9910236	8228567	9201398	10020041	9023054
9064126	9991482	13355052	9939498	8820121
9033369	9204984	3845720	9443322	10196714
9927255	9033925	11691760	10153328	8107738
8968828	9540336	8326002	9972228	9845931
9065236	9232975	8671029	8847165	10946563
9980538	9833897	10073095	9062443	9133508
8959399	8941622	9198424	10961654	9912526
9006516	8996527	9644267	8970794	10135119
10071330	9078748	9456500	8553487	8725206
8760385	9969416	8540049	10032519	10244571
9242773	8966916	9208377	9449350	8940803
10027876	9054504	10863009	9514898	9029638
9010936	9183772	7981227	8148377	10853598
9736129	9805505	9029889	10873979	7991469
10013202	9042234	10938005	9060697	9125637
10226973	9081151	7418894	60352774	10069353
9003976	9889753	9947954	11618414	10002444
9978715	7992720	9682306	6702185	7814333
9989394	10985067	8432709	16334151	11137230
8977308	8152543	9938418	4416963	9001285
9966944	9814064	9124939	9736998	8945809
10035348	8991555	8608387	11835299	8895741
9195765	9132101	11208261	7426343	10097236
9482388	9884556	7635176	10062794	9104746
9333057	8015957	10459567	8456752	10878490
9908788	10991163	8671642	10497374	9060326
10853012	7982363	8852429	8609411	9074469
8238581	9981680	9407148	11966257	10838545
10036282	61064856	10053273	6402422	7297394
7913563	7926714	7999270	9983944	12807511
10179786	11042757	9619039	10563613	7033578
6856685	8014903	9002360	8214902	10831250
58352	10013410	9309375	10205262	9010417
11957635	9011989	9628306	7760478	8955028
7970238	10032358	9080380	12933550	9045571
12012431	7885642	9271177	7378571	9970460
60796725	10042020	9594611	9902399	9326469
8262077	9043314	8038751	9988969	8803322
9994247	8954649	10969826	10706614	10004209
5989958	10049380	50981449	8919208	9965042
-8100	7252065	8140671	10024976	8967209
11961951	12671373	8866915	8448606	10117496
7985859	7049888	10082806	10046435	7927803
10059536	10006646	9405571	8527588	9867087
8953964	9029010	9056112	9973149	9142149
8970579	9006265	8938570	9025279	10874674
10044795	9920506	10000355	10503016	9040847
10034609	10017254	8937350	8962880	10003826
7722675	10038228	10044085	8525319	9079734
11245560	9011145	8959551	9354264	52024456
8060248	9996145	10764957	10594280	9084566
8979667	9975649	9387188	7998026	9858652
8914807	9063399	8492520	10056713	7898226
9052586	10948204	8948167	9443784	11124220
9949185	8986099	11056622	10536451	7855751
8994571	8005316	7961366	8520520	11104111
9013724	12041664	9419326	9995407	8070882
10005653	6761019	9571425	9539369	10925594
8998451	10487575	8454616	9929777	7891571
9776599	9674596	9948848	9468930	10191596
8266846	9013679	9583103	10047510	8877751
10011284	9012836	9058923	8868128	8971809
9005228	10027761	10418467	11994764	10046028
10005360	8955122	6996324	5076764	10047994
9982720	8991051	10504501	12008011	9957844
8998310	9106856	9037376	7589811	8224756
9919794	9963538	10015399	10393792	11215571
10071489	8956476	9378928	9529101	9533898
8996605	8999437	9014460	8978362	8057744
10038653	10013029	9021347	11180085	10975851
9991303	10885638	8931982	7853258	8938016
8960740	8084938	10045439	9164061	9085417
10036495	9359664	9056321	10220384	8988287
9743323	10772698	9527139	9053389	9054337
9027688	7993219	9142133	10711802	10969177
11184994	10910586	9299483	7874503	8014467
7999097	8913880	9023958	11562426	9893319
11025777	10049568	8731991	7456581	9217216
8013029	9091007	11298381	12134623	9943013
9939897	10905840	7560237	7762759	9933734
9047895	8996239	10390767	10025790	8012477
9958223	10014057	8593685	9994822	8961818
8989801	9095741	9064504	9102775	11096872
8970258	10909012	9289879	8962636	8891977
9053112	7950319	9686021	9410199	10001800
10021385	10133157	9417663	9022099	11912060
9029062	9194789	8564260	10571550	7284787
8912273	9095909	10930756	7995212	8813013
9994297	9628148	8089810	11022488	11125663
9061833	9020573	9418763	7136141	8767061
9020256	9053166	9972993	12906184	9055131
9992858	10828752	8626344	6902920	10022208
8979938	8180867	9453127	10015210	9131252
8962838	12027078	14510522	8985502	9044699
9007910	6923111	2075054	9426161	9777070
9049585	12005569	10961805	10022317	8150120
12061639	6998699	10365364	9704830	10849911
6882804	9906467	7972907	8866011	9290142
11105762	10110771	9976364	11372549	10682452
9030840	8945951	8991591	8013522	7143983
9021554	9025705	10015777	11671210	9948509
8931178	9022679	8563461	7429187	8952878
10072010	9855735	9459338	10568212	10018097
6894140	9030481	9564210	9321791	9950854
10737679	8974573	9105231	9152703	9224464
8243270	10059089	9835404	73002472	10182424
10017116	8069836	8044687	7985787	10777099
9038365	10010779	9020909	8957639	7850170
9141289	9009317	11446711	10478676	11164228
9813212	9961118	8017981	9019621	7994104
8967097	8046135	8953915	10072168	9987683
8935641	9941429	9655972	9355975	9856525
10041502	8987587	8919145	10187090	7985906
9059266	10114834	8983476	9467389	10279395
8967151	8862124	10519471	9045064	9739858
9036145	8947311	8964615	9915540	8947045
9963339	10143829	7728917	9994434	9051498
8974839	8939229	11183786	8527692	9104046
8963370	9010782	9576321	9444236	11821822
10062318	61040240	9190311	9094139	7168765
9018916	9026036	9401537	9968324	11083253
11038300	8898405	8476016	8048344	7945881
8085250	10112620	9386403	11310323	8925289
8910061	8938096	9005665	8044607	11031965
10713424	6923377	9002186	9563719	7956332
8287212	12040971	10048227	10406485	11946440
9127452	9331764	8993852	9156353	9172757
9902937	7621790	10100237	8550148	8937739
9901035	9364715	8939986	9842915	11030394
60073670	10654543	8985198	10480245	7978055
8980856	9076348	9568672	9510641	9892737
8951905	7393352	60379500	9537969	9150335
8963362	13601202	9028532	10458580	10981411
11049095	6070738	8926940	9144776	7816393
7999946	9868646	10134170	9913237	8980305
9034270	10134442	9924975	8454342	9996646
10098440	7966524	8957655	10991172	9088115
8918550	9906195	9560758	7572703	9178691
8968146	9083796	9504413	11003537	9827180
9094725	8918019	9039736	8363274	62089251
9896767	10078431	9628408	9576377	9993482
8821729	8860101	8867970	9047849	9028640
10272683	9012763	9436639	10001686	11030481
6941032	12106740	9073188	9004344	11777737
9989570	5059255	9527228	9994170	5088530
8963863	10898384	8977540	9993229	10919297
10030326	8991150	9373748	8542852	8288162
8947993	9973965	9010182	8911659	10680553
9067252	9059005	10151843	10573763	8039192
9951471	9065550	7895338	8354562	10129064
8979396	8892444	9613520	10663487	8890546
10062967	10048129	8935683	8986184	9964371
9058324	8979106	9351935	10376542	9037721
9978802	6959327	10139989	9588761	9058254
8938201	12077058	8932560	9038673	9968892
9086014	7923384	9628395	10050151	9024579
10022499	9044517	10090167	7987569	9960897
7991056	9925657	8321887	11904237	9046679
9938544	9027246	9951389	7376873	8913918
8935902	9969358	8565425	10106811	10016732
9144743	8988950	9253060	8892991	9982106
9940750	9090545	9870329	9676605	9143513
8949107	8928489	8879189	9037324	10882741
9110034	10013332	9506858	10368817	9148789
9000781	8984120	8714210	8545846	9909261
9676135	7993548	8878809	10075673	9005069
8204883	11006517	10306815	9397815	9000164
10019706	9066568	9054751	8538236	10017338
9697690	8937399	8916845	9069438	9025769
9389309	9109564	10094773	10897565	9897685
8993210	10937548	9013572	8503006	8979580
8909375	8989803	8486094	11059429	9121797
9995762	9975820	10556760	8872376	9917867
8721542	10047928	8639610	9946481	8190692
9253222	8919017	9279128	8620354	10888442
10140004	11024606	9069786	11045499	8923652
7922029	9064141	9555437	8515478	4041267
9990629	10013222	7979758	10538067	3087437
8987711	9914580	11443069	8991299	10812670
8969845	8039436	7506372	9513044	9246731
9013916	10307076	10539583	8837484	10846014
9120309	8656462	8529841	8967071	9079285
10839017	9032509	9461633	9744544	8936422
9129585	10025395	8861298	9335808	10085775
8837337	9032639	9670667	10017348	9882675
8124105	10021131	10402321	8540140	8933364
10097266	8115705	7550466	11065149	10202767
8792322	10793634	10070736	8457112	8967933
10036921	9080503	9274622	9477131	8996021
8969811	8115963	9132984	8978921	11021299
8099591	9933044	9032728	9482833	8142023
10894845	9213824	8710815	9681083	8723662
8074899	10710763	11196752	11384327	10227158
9971257	8966743	8180590	8505483	9910477
10072556	10007938	9610742	10337292	9878132
7736470	9050747	10263620	8562960	9013618
10158581	11874781	9075790	44646026	9131985
9063985	8061576	8833260	2755855	8871813
8938006	10004583	9765949	13788831	9993601
10051166	9001575	9296774	8294267	9010078
9046329	9969015	8664987	8999630	9927814
8759851	8982260	9975384	9001623	10133487
10152924	11037168	8067158	10606842	8962738
8024508	8048810	10987761	9363725	9862844
10001190	10943943	7996734	9051745	10118953
9782641	9010349	9269804	9017467	10139342
8992209	9048321	9620912	9599002	8831255
8428243	9348019	8349227	8877584	9126463
9530160	9553714	10690677	10053559	9873213
10306783	9017155	8373426	3480094	8951047
7919816	10036814	10617766	2970705	9158112
11022221	50991471	7986657	12947081	8991104
7995968	8023464	10046841	8626441	10889851
10036719	12147103	9355998	10962863	9147400
9901461	8940838	9059529	8514695	9987377
7050740	8990745	9452323	9609752	8934856
16143368	9860647	10131116	9431492	9931920
4915612	10140628	8297420	8869164	8200471
8989713	9852247	10024639	9583838	9904087
9224628	10111397	9018851	9488248	8997040
15829409	9926386	9612079	9460487	10060464
47944114	8032999	8457381	9414791	9960359
9032280	11004911	10595387	8611932	8932789
9901344	7132034	60982738	9258165	9964972
9064782	13896667	7073479	11284012	10056386
3763805	6935828	11331761	7519818	9007733
3193877	11078277	7607495	10350674	8907221
10983683	8927895	9341915	8574959	10976553
9016362	10070017	10093665	10094855	8026379
9993131	9969918	8931855	8948873	10096447
8816526	8903102	9049136	9229461	8979890
9949636	9158884	9882998	11155207	62965910
8344124	9939025	9197711	9558500	6990233
9705836	7913407	8917452	9440828	9938694
9922396	10022562	8536556	9051383	9353183
8294980	9001868	11390844	10648725	9642805
9995226	10104953	7698353	9021468	9354680
10049189	8966137	9879401	10002657	9697983
9102126	8967032	8396800	7957353	9142138
10858370	10034958	11017173	11365794	11277439
8014315	9954418	6997209	8671304	9511383
9976217	9095530	10722046	8815753	9115456
9033340	10261345	8290987	9059482	9095553
7990381	10667108	9586820	10019432	9927092
10949264	9008897	9371629	9085084	10009240
7034323	10011442	8973005	9401262	8886529
13046792	10032948	9655249	9960830	8219809
6948202	8894572	8986016	9608875	10801720
10758333	9039917	9069470	8316808	7962667
10316769	10035315	9294061	10592114	11049350
10013766	8995412	9686830	8476151	8925610
10163128	9011361	9304496	9596541	9073083
7835929	9937402	10088402	9426018	9958747
10897392	6988664	7680770	10990851	9125045
10050819	13009895	10883739	9623329	8788548
9007610	7054633	7428319	8916153	10212724
9943627	9984370	10982122	9375908	8874458
9991233	7910490	8621320	10015233	9236180
8003576	11087743	8931484	8697983	10752836
12123100	7932233	10015321	10375885	7947083
8963134	10059496	9558171	7761488	10082310
9000520	8902658	8584925	11201711	9957950
10938528	10075180	8938965	8577475	9945153
8053497	9170425	9974599	10030130	9445063
12103802	8887726	8952640	9359505	9718905
7856408	10918099	9340898	8970280	9920230
8962625	7086029	10094768	9662201	9189410
10051318	13013730	8529858	9043697	11000332
9169735	6967825	10510475	8873516	7793045
9817647	9928049	8986130	10099142	8969541
9014121	10098852	9127863	8905075	10039951
9201205	8115959	8961135	9565057	10099449
10810365	10882180	9530132	10550630	8918994
8994287	8916523	8898257	8991355	9098864
9958153	9995923	10444758	9958333	8915922
10029601	9365045	8664921	9056965	10001577
8957510	9655935	9396697	10891348	9306533
10080625	9043566	7537891	8090391	10745196
9981862	9962759	7270636	10480299	8972709
9921479	7991602	13707860	8488295	10064869
9022705	11056320	8551725	11352487	8893972
10072197	8006038	9021393	7680964	11027961
9900547	10985125	9463051	10441879	7910196
9047174	6994271	9055356	8896828	9299886
9981951	12926375	10373344	8593607	9690992
8019295	7024705	6570231	11134974	9199787
11055298	9265808	11018822	8275224	10925470
7961124	9707167	9027304	9624566	7978098
9919649	10056417	8936704	59387834	9916653
9017257	8987545	8349673	13535054	7992250
10087607	6979792	11156830	5587765	10020575
8898432	12979782	7872268	13840272	8987485
8761425	7185702	10672558	7052741	9928151
10309073	9836088	8339079	11019386	9437439
8090677	9039042	10683894	8479705	8901087
9911834	7985814	8085266	10057455	9756061
9927152	10975276	10262396	8903120	9942363
8121133	8033312	8926740	9551139	8986999
9903710	12084189	9077625	8912955	10035907
9018135	8849322	9501865	9999020	11043811
8999384	8298794	9244049	4541638	10178388
10074884	63751047	8815870	1524400	8854155
8657828	5916762	9399843	12639303	10078173
9447821	12086020	8678739	8006682	9017068
8775493	8008597	9904863	10328262	8783534
9187616	9218695	9009436	8641215	10206534
12025234	8878654	9420218	8831484	7861419
7890146	12874406	8982321	9513857	9986319
7947327	7931668	11054546	9507697	9239717
11169037	11017638	7025975	11112497	8829024
7599345	6997121	10037865	7955051	9948096
10333286	10113858	9979535	10383154	9002620
11683613	10059378	8558767	9064724	11974796
61242111	8295514	8947104	9757250	7041655
