CPU Low Jitter (ns)	CPU Medium Jitter (ns)	CPU High Jitter (ns)	CPU Medium & Memory Intensity(ns)	CPU High & Memory Intensity(ns)
9870026	132690	10073506	9936458	11251751
10007906	139108	7874683	9063647	7747660
10123524	161869	11058517	10000940	8977548
8930070	126724	8972809	8265629	10292579
9233766	129626	8135859	10754485	8756328
9697747	129006	9827400	7914401	10098480
472380	129480	9236955	10989763	9140098
7537068	130790	9818787	8247842	8672592
10016181	134259	9286296	10762224	9086942
8954602	161414	9124907	10093515	8972704
9964493	65090	9584667	8992211	9946327
7973864	105369	8995328	9913803	9128219
11168328	105890	1201313	10099681	9943833
8842896	106571	6785644	9340428	7987392
9555206	107395	9935145	9729425	10926328
9450235	129074	9064840	9901416	8175460
9021863	115534	9953769	9181428	10963092
9011966	111707	8939209	9722609	6929139
9938690	136617	9079842	9988905	9906710
8000888	132578	8955810	9172523	9075696
11066177	105370	9980567	8879949	10033914
7901606	112714	9371145	10977170	7901553
10192901	159907	8888383	8024613	11122368
8795290	146914	9259405	10024762	8834674
8994515	142053	9498763	8966876	7950394
9169517	163725	9034271	9387655	10095901
9814456	92226	8961920	8935698	10990939
9163866	136658	10351193	10744490	7938129
9808481	130968	8604499	7925059	9160059
9244851	132106	9257514	9070830	8780099
9783260	135213	9770229	10901984	11096449
8005533	138135	8137658	9032894	7024517
10066827	137500	10312875	11024808	10871199
9919915	273630	8608882	7360870	9003572
7982033	76033	9980833	126591	9008316
9993147	112009	9992412	198642	11048204
9003259	107868	9959201	6437930	6972022
10058713	149678	8470329	14964572	9968998
7997280	151183	10545326	4284095	9245266
9980482	237604	9997347	12726836	10869038
8945980	79795	9011562	7049273	8033987
9055360	131681	9945566	10951108	9823372
10048948	130627	9995436	8827363	8130292
8133391	131045	10001604	6974651	9994402
10068850	131660	9001668	10985999	9881941
8945874	137011	10300719	9077078	8924450
9850700	112964	9713619	8997050	1181261
383185	148978	4190426	9976051	4125505
7894699	196878	3859607	8268311	13704560
9691522	142880	10094640	9753454	7143143
8989176	145191	10146490	9994026	1945367
8977510	171529	9774165	8022427	599524
9154208	153186	8897829	10004642	2400163
9809697	135060	10097359	8956389	12964322
9310175	87865	8902119	11006860	10026652
10132150	120250	10039487	9144940	6932878
9855414	129524	8961458	9903066	9161178
9668896	145869	10097632	6957739	10915173
9210649	159528	8065704	11040569	8905033
10843407	170150	9821149	9329388	8980148
8924888	259656	10089264	10972161	8995615
9115177	158355	8027631	9778698	10037760
10879790	123642	10920816	8860403	8923130
11201038	131710	9001216	8992394	9166904
6814131	133407	10127895	10017196	10094567
11043221	133650	9384319	10183518	8900191
11186408	135127	355147	9854844	8923790
7809458	345387	7072633	8906962	10105559
9941459	118332	13017514	8989477	8978988
9060561	109065	8091867	10093760	7952311
8567775	109629	9022946	8941731	10812892
10388742	119258	9955390	11019201	7998188
9062205	112997	10007817	7977555	11073904
9348075	247366	9154250	10377465	7862022
9651474	81982	11928430	9569600	11148197
9995389	88251	5919906	10152260	6885306
8919331	106180	10946571	8892008	10930385
10564003	107657	7973745	10220202	8104021
9445806	108650	10054037	9840994	10005093
9517815	109535	8914452	9896271	9075728
12589135	136581	9160255	9388301	8848507
6973289	124026	10883321	9858882	9867477
11025843	116640	8072981	8767305	8073437
8057661	118547	8998156	9437716	12095877
10862610	106429	9873635	6934514	7959784
8963665	106949	9036395	12556114	8926283
10354536	107993	9045385	8080183	9012313
10727335	133876	9241827	9905622	7918072
7962848	157240	9763034	8124173	10168363
12064507	49233	8909588	8909896	9862585
7849678	246687	9058369	26021783	9270486
9479106	139088	10062487	4008810	8133949
10537826	129884	8944446	10011730	18763605
8994777	133102	8944076	10014257	12894887
9029540	132848	8994460	8014390	6960605
10031690	133221	9938131	9905174	10002027
8044436	134196	9031527	10034220	9108425
9913102	168076	9015727	8003057	8745603
9225086	157203	121859	9993474	9091757
97393	131971	7911804	8969061	11079436
6842293	139497	168604	9225265	8861201
11856106	150046	235458	9859873	7113805
8002623	150431	5520362	8188591	11977568
9964731	139877	10976476	10802222	8050871
10043423	303237	10171637	7987173	8863385
7092623	164367	8931618	9894147	10108825
11114951	133115	8886911	9010634	8939150
8779924	135639	8940068	9022111	9020557
8922552	134678	9352717	10036167	9847870
9108500	285982	9970185	8901150	8135297
10087479	164873	8784990	9133895	10877719
9243678	202608	9970684	8917007	8152879
9582573	212951	7897047	9987748	9930767
11030293	128193	9077131	7983992	9006193
9022533	120382	9945069	10459350	9066316
9898803	84391	10086666	8638500	9882497
8983791	119995	9065085	9981150	9957485
10079056	232286	8957121	8140489	8146102
10004853	193940	8981666	9912710	8962880
7912389	203450	9966070	9897262	9926140
10247101	238535	8929355	8028397	9998264
9743764	147591	9135700	10051382	291690
8226542	201792	9937857	11109672	1043055
10177794	201342	9036644	6999939	675532
9599475	172640	8899810	9786376	542307
8174944	1123276	9060679	8968087	12314346
9997021	250750	8911663	10027474	9131211
9885343	236537	9360148	8059910	9870036
8078794	205313	9631803	9989522	8048270
9936617	217924	9035044	9946445	11031826
9219389	196369	9080999	7972995	7841686
9707198	68235	9953682	10004984	10111987
9024569	276494	8936730	9002605	7858468
9979524	207979	9027490	74595	11224160
7993763	156135	11114728	7184238	8798120
11051440	208744	7818876	101901	9123708
8987920	108760	9036165	8663444	8886663
9973588	214853	9184210	10026376	9994200
9989005	141477	9735737	9140188	7902544
10055000	140496	9018087	9803767	10116656
8921733	141410	8985166	8021287	8999526
9231506	119358	9949569	10141993	8952197
10757590	111600	8150784	9804671	9996997
10049596	217646	9864364	8086556	8997628
3188037	81105	10089673	10014463	10132067
3951418	73438	8283117	8965911	7870559
11008709	107075	9671369	9383939	10143762
9879951	107778	8998677	9589518	8926723
8861383	108482	7125617	8995596	9834537
8462878	108813	12156433	9048305	9213518
9707821	119116	8734340	9912449	8873094
9842256	135756	8921848	8290720	9881038
8138255	112779	9042677	10061461	8041757
10901884	105120	10268390	9743109	9227124
8021686	105770	9731192	10008825	10856292
10121927	106618	10007875	9015556	8908097
8857166	107465	8956169	8898535	8933849
9023392	117917	10004969	9218901	8987218
9368025	112113	8129637	9947121	8933457
9560576	113578	26895835	9052199	11211816
10097608	135478	3926971	8754232	6929623
8913525	154301	11065384	9233647	10005794
9333830	106062	9931002	9756504	8908164
8803013	197757	8256597	9113772	9992682
9926399	201497	9953621	9000705	9083571
8978907	202625	9883204	8961621	9055792
9017219	238009	7914785	9918289	8863268
9917094	109816	11008586	9053161	9928736
8504710	122870	9026612	8965819	8965838
9708694	108975	8127854	10090609	10091984
9410756	110173	10940727	8918038	7993731
9390194	112551	7897778	8955885	10895891
9017089	111187	9999746	10094551	7956299
8990271	114179	8332248	8934911	10093082
10045625	231135	9662143	9077155	8927636
8973836	238405	10160799	8914449	9138914
9269034	204149	9849633	10087561	8901049
9133860	208885	9096863	8962579	10227269
9630884	241364	10887840	8009688	9745221
9308821	107199	9129411	9900295	8074572
9657663	274652	9921381	9085239	9919667
9957342	129154	11029798	13045319	9072299
11258597	205209	7872810	4835163	8906788
9893020	453539	10109497	12157187	10019313
8972667	203061	10003554	7052774	8903290
8895655	204171	9252937	891172	7948634
985049	205297	9670082	7942848	11057947
1101691	244548	10054270	9245545	7979387
390138	262854	8993164	8144107	10068938
3032412	107265	9994016	25744018	8931797
182405	107334	8024810	2805624	8966512
330895	107838	10098551	10994986	10091127
7042129	123425	8958614	9022178	8979589
13977995	111222	9903539	8224402	9996649
6938846	139109	8274242	10740586	7964241
10138867	118200	9921498	9046185	10087116
10042717	104837	2898137	9013932	8922049
9951118	105656	4856298	9016245	9086859
8837154	106664	11005674	9965404	9942003
9371208	108964	9116782	8987540	8892781
2336922	109043	10090953	8901359	10102827
766858	98798	9800562	9443973	7867987
976469	114997	8955903	9532618	10136003
1917883	121611	9617247	9113103	8927037
824353	120923	8523631	8988692	9030781
1274928	105358	12053082	8955193	10045515
3089257	115540	6884614	9076280	8923389
446634	109161	9940747	9874471	8929102
2134679	108821	8389328	8070662	8167026
1125939	109203	10639918	10014529	11852858
2698999	110402	8073544	9268431	7075111
13092007	104242	12033820	9560761	10939288
2232738	102552	6801513	8262453	8014961
2841235	259282	9154914	9767231	10853047
1259881	161454	10301229	10089973	7197665
1101904	130323	9552044	7940715	10850508
4550759	136278	10081010	10148093	8954419
2220731	133351	9213143	9050597	9091713
1784499	149264	10228694	9095062	8965602
3218828	56662	9496411	9679781	9959285
1815888	107899	11010683	8980220	8091495
9825842	106772	9014882	10007356	10848615
7951974	107519	8976824	8006230	7329760
841878	119375	9477866	10004694	10756068
6282934	122109	10554904	9093333	8925282
1021566	110842	8993738	9886384	9091855
9028946	112073	8933598	8142340	8916308
8947736	136348	12091722	10001492	10037077
9988326	58762	7927747	9065494	8954616
8083822	107690	9165334	9833263	8937611
11922844	113620	9991420	8418482	9050633
5905362	108379	9887860	9690174	9936020
12011430	109536	9947028	9412304	9025705
6974678	110043	8154738	8859274	10007694
11017532	111296	10941396	9619457	9005313
9197373	113133	9199632	364414	9092748
10753324	136301	9654353	222040	8855241
9155345	84033	8259236	5398550	10094403
9943535	106375	9746962	10994074	7918406
9872922	475755	8996100	9027990	10001637
7982733	119343	9111486	8950645	9064219
12211521	122533	9943326	9285555	11011170
7776985	117235	8945859	9098873	6265070
11147166	155802	8967911	9559435	10647824
9823456	106287	10018398	9569985	9058366
9112654	107475	9974560	8581895	9963592
9088214	108197	9091554	9882307	9147662
10909522	108969	10017520	9055572	8771654
8970307	109863	82942	10008185	9254898
9903861	117847	8007100	9016484	10953836
10171782	163056	9798331	8968674	9815464
9717237	109054	8276489	9951362	6913517
9215697	170636	10780027	7975755	9311293
8967319	109972	8931943	10018540	9711987
10818011	109520	8148957	8957503	8171423
8090412	110499	23930480	9076707	12987935
10862886	111225	5921179	9907073	6782625
9268779	111951	10093411	9074185	9101848
7741029	415055	8355412	8995235	10048228
12067295	161472	9555817	9944211	8906498
6971763	103723	10107037	9367457	10057404
9030108	137007	8910081	9089704	8849624
10017402	114912	10033359	9075648	9117829
11118586	113042	8316014	9481554	8953048
8929507	136956	9706386	9300144	10002112
9794897	139519	8975555	9234830	8969914
9121063	106042	9993192	9498997	9902364
10874657	107407	238924	9106446	8004012
9125960	109760	5713410	10906882	10005404
10049155	109682	12015796	6917140	9989104
9031558	111679	8042545	12035470	8095431
9863036	120866	9881883	6931160	9233871
10930774	115695	8121164	11141563	9940728
7962522	96101	10122826	7884303	8763548
10071016	128092	9821311	9223703	9983411
9092208	106398	7970736	10721433	7953844
9710479	107356	10032210	7236929	10365368
10043962	372415	9203202	10821392	8796850
9036675	122468	9261384	124047	9016677
9195135	164948	9595302	8028954	8835345
8943147	142209	8959626	7952359	9893926
776617	108537	9222462	10867752	8135179
7091966	107994	9731261	5030700	10035264
10052351	108234	8967559	975669	11016054
9003023	113015	9042515	12299466	6829587
23999748	109960	9324112	8897684	10492326
6006808	110966	9025103	8887066	8887786
9896269	176216	9577715	8995483	10612443
10074960	104741	9435374	8935822	7962694
8925296	105872	9699601	10959309	9009004
8952143	108492	8968221	7275577	9028281
8199679	109170	8905868	10720869	11077223
10730387	109560	9348279	7929777	8970244
9301462	110663	8990469	9334738	9045169
9744068	111555	9743240	9186328	7962313
7995743	116255	9355725	9504203	11065759
6037132	408164	8759986	9161893	8929104
297157	118607	9864249	9234485	8999245
12641013	61431	8982376	9582832	8963108
8892028	108939	10016000	9123773	9055368
8027389	110988	8344778	10938155	9865135
10079663	111339	9578610	7908678	9007989
8915806	136143	9073870	10027612	9053236
9270282	100964	9978614	8141983	9991165
10786410	105484	8991428	10888180	229918
9049285	106377	9050506	8261408	6756486
1086735	107355	11008445	10737756	11101871
4731287	112372	7154802	9963498	7939978
12084589	108162	10828705	9012497	10144970
9935001	109791	9022227	10004605	8837279
8945126	110029	9140425	9058971	9924547
9997866	136295	9830481	10910944	8170248
9196495	67477	8882319	8959071	10837777
10838862	105935	9045737	9023054	7982026
165737	105931	8256354	10269082	8931499
7831628	560319	11777468	9817507	10165945
9045626	145122	6952098	9993364	8942546
10001847	416520	11066306	9069747	8234342
977883	156416	7928827	9893123	10662055
6854908	156566	10029125	9976675	9023471
12083515	158916	8942363	8961256	9014877
229643	337968	9042695	10053231	8933123
513951	116836	9083597	8937243	9066672
3353266	88220	10927916	8439197	11106254
13935327	98573	7931720	9848669	1167481
887280	110680	9044507	9798628	1436682
4950575	110725	10030571	9409222	1543258
12033784	111967	9012755	8540602	12634758
8114920	137315	8949449	9951837	7071085
856327	66970	9944286	8172504	8858190
8147224	106483	9034976	10886040	10172390
10963005	105901	9032172	7572409	8857429
7852643	125624	9955004	9695327	11069014
10095080	109426	8959676	9746291	8079128
242860	115334	9025722	9175283	8904565
7665116	117071	9151783	11001855	9982352
9198602	100445	9981756	6762014	10066259
10961174	136301	8869474	12165498	7938532
7898560	76240	8943048	7909358	10046964
9985579	154104	9294730	8955304	8085187
8966373	128597	9698670	11006886	9751890
8877465	129035	9959439	3259129	9005352
10134888	134860	8200449	723709	8994641
947513	121826	8812691	12226838	11201511
6950248	134222	10890892	159241	6960113
11116710	282521	7031548	186542	10027246
10079704	85509	10107091	5484036	9832078
8829886	116953	9842998	11920524	7950792
9984657	108294	8059436	81763	11020504
10022196	108460	11028673	6939331	8081278
10013588	109706	7926664	451400	11897897
8889012	111283	8477147	7538483	7031441
10048421	129235	12727443	10157478	8943246
9105428	542000	6780613	9381730	10003021
10875963	118880	10107243	9451159	10997859
9095469	118951	9984283	4082741	7191443
9845945	98732	8230899	2869332	9824770
9932217	138309	9756787	11029155	9993382
9088891	71775	9879101	7956279	7995157
9012218	119034	8013551	11036152	9985199
9996274	107738	9529480	9034954	8974152
9001192	108363	8645378	9027758	8993494
9852556	108488	9775446	9018075	9986056
8237407	123710	9025931	9884833	8012807
10935767	111028	9033916	9051590	11156007
8880765	111723	9347499	8986478	7873631
7141577	136922	9546886	10978639	10106364
14931432	64896	9054802	10106983	8927133
8111245	106898	10063939	8964257	8919727
8729785	113280	8917136	9997208	9996986
10283965	111228	9071326	11004702	8188262
9810473	629564	10020623	8004768	10893434
7984545	81767	10220456	11075653	7993621
9957328	77694	7827742	8930019	10001692
10144768	114634	10023563	9969751	8272810
7897746	82163	8967215	8920731	10605637
10012067	107993	9870730	10107488	8129387
10020516	108781	8071081	9930396	9877684
9840515	169307	10039677	10023509	9978360
7143631	113728	9132983	8955741	8154604
10848611	410209	8728632	10100265	8856747
8955966	165855	9961752	9852687	8936433
10141012	150406	9079349	10015584	9467394
8911665	159369	8953925	9050208	8938514
10074247	159941	9971469	9944144	9842123
10928203	272564	8113695	2965006	9113120
7964940	62776	9932698	4232699	10618694
10952828	165000	9084384	12756973	8047444
8253065	160449	9846833	8019760	8970357
26690154	157865	9030148	10959079	9482041
